Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Dilithium3,1.258,45.317086111,-75.757900202,3.281,136.18,2021-07-29 19:36:23.466571
Ottawa Edge,Dilithium3,991.954,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:55.574164
Georges Home,Dilithium3,997.037,45.316552378,-75.757147496,7.744,210.296,2021-07-29 19:40:36.226479
Ottawa Edge,Dilithium3,971.725,45.317757663,-75.75670697,7.579,131.233,2021-07-29 19:40:54.066178
Ottawa Edge,Dilithium3,983.174,45.31532213,-75.757646858,3.535,333.022,2021-07-29 19:37:41.671693
Georges Home,Dilithium3,2.372,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.452865
Toronto Edge,Dilithium3,993.803,45.315253575,-75.757823426,3.522,339.098,2021-07-29 19:37:36.691006
Ottawa Edge,Dilithium3,1.979,45.31542528,-75.757590762,3.226,322.28,2021-07-29 19:34:02.793998
Ottawa Edge,Dilithium3,964.184,45.316330126,-75.758212252,14.043,218.176,2021-07-29 19:43:01.219839
Toronto Edge,Dilithium3,967.087,45.317781156,-75.757619331,8.285,72.813,2021-07-29 19:42:49.048796
Ottawa Edge,Dilithium3,3.261,45.315874741,-75.757416005,3.644,275.7,2021-07-29 19:37:59.815453
Georges Home,Dilithium3,985.276,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:22.448594
Georges Home,Dilithium3,989.343,45.317048527,-75.757909615,3.117,140.175,2021-07-29 19:36:23.940549
Toronto Edge,Dilithium3,998.437,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.833466
Ottawa Edge,Dilithium3,981.0,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:22.079007
Toronto Edge,Dilithium3,3.084,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:06.584711
Georges Home,Dilithium3,31.324,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:15.222076
Toronto Edge,Dilithium3,974.84,45.317679347,-75.756701074,7.784,135.803,2021-07-29 19:40:53.111823
Georges Home,Dilithium3,972.623,45.317104966,-75.757897065,7.822,134.159,2021-07-29 19:41:20.152930
Ottawa Edge,Dilithium3,5.638,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:36.833184
Toronto Edge,Dilithium3,989.266,45.316264584,-75.757278519,3.925,236.719,2021-07-29 19:38:12.113312
Toronto Edge,Dilithium3,26.633,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.629386
Ottawa Edge,Dilithium3,980.616,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.283586
Ottawa Edge,Dilithium3,23.344,45.315470801,-75.758475227,7.73,314.426,2021-07-29 19:40:06.817025
Toronto Edge,Dilithium3,983.259,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:08.415199
Toronto Edge,Dilithium3,957.822,45.318070871,-75.757559527,1.016,55.872,2021-07-29 19:44:53.934829
Georges Home,Dilithium3,3.701,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.325687
Ottawa Edge,Dilithium3,0.847,45.315783867,-75.75746269,3.553,284.791,2021-07-29 19:34:14.957995
Toronto Edge,Dilithium3,960.144,45.315544231,-75.757559386,11.114,309.6,2021-07-29 19:44:23.566008
Ottawa Edge,Dilithium3,987.902,45.315622705,-75.757518977,3.644,301.541,2021-07-29 19:37:51.950980
Georges Home,Dilithium3,1.903,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:22.888119
Georges Home,Dilithium3,992.798,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:26.530069
Ottawa Edge,Dilithium3,979.499,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:10.164729
Ottawa Edge,Dilithium3,992.421,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:58.066229
Ottawa Edge,Dilithium3,2.391,45.315722553,-75.758415429,3.541,286.203,2021-07-29 19:33:24.008860
Georges Home,Dilithium3,969.617,45.31799394,-75.757460824,6.19,66.73,2021-07-29 19:41:05.622068
Ottawa Edge,Dilithium3,6.35,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.493230
Georges Home,Dilithium3,978.674,45.317572904,-75.757709755,7.805,88.757,2021-07-29 19:41:12.369590
Ottawa Edge,Dilithium3,977.062,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:08.043572
Ottawa Edge,Dilithium3,0.984,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.367431
Toronto Edge,Dilithium3,982.791,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.608657
Toronto Edge,Dilithium3,990.729,45.31614076,-75.75825009,2.929,239.253,2021-07-29 19:36:56.569521
Georges Home,Dilithium3,992.018,45.315264718,-75.757913089,3.785,337.324,2021-07-29 19:37:34.852508
Ottawa Edge,Dilithium3,996.429,45.316240976,-75.757294017,3.468,238.856,2021-07-29 19:34:31.126315
Toronto Edge,Dilithium3,987.36,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:04.145744
Georges Home,Dilithium3,2.373,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:08.145736
Toronto Edge,Dilithium3,999.472,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.146551
Ottawa Edge,Dilithium3,4.594,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:36.132062
Ottawa Edge,Dilithium3,997.132,45.316658928,-75.757122394,3.468,200.277,2021-07-29 19:34:45.736681
Georges Home,Dilithium3,972.259,45.316248758,-75.758234214,8.526,227.234,2021-07-29 19:39:55.508921
Ottawa Edge,Dilithium3,970.724,45.316331724,-75.757244194,8.083,230.484,2021-07-29 19:42:12.218156
Toronto Edge,Dilithium3,987.536,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:13.933358
Toronto Edge,Dilithium3,983.239,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.334523
Toronto Edge,Dilithium3,978.254,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:56.099456
Toronto Edge,Dilithium3,3.707,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:14.466890
Ottawa Edge,Dilithium3,990.051,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.403235
Toronto Edge,Dilithium3,999.896,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:39.624911
Ottawa Edge,Dilithium3,996.526,45.316024576,-75.758296774,3.125,252.249,2021-07-29 19:33:12.934171
Ottawa Edge,Dilithium3,981.224,45.317040996,-75.75697568,4.009,169.006,2021-07-29 19:38:36.407161
Georges Home,Dilithium3,996.023,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:30.678461
Toronto Edge,Dilithium3,972.155,45.315434696,-75.758444419,9.741,318.274,2021-07-29 19:44:11.638207
Toronto Edge,Dilithium3,984.603,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:54.872056
Toronto Edge,Dilithium3,11.171,45.317524114,-75.757728392,3.996,93.089,2021-07-29 19:32:24.417513
Ottawa Edge,Dilithium3,997.309,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:49.418641
Ottawa Edge,Dilithium3,1.403,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.471391
Georges Home,Dilithium3,982.805,45.317003412,-75.756985094,4.009,172.052,2021-07-29 19:38:36.101312
Ottawa Edge,Dilithium3,990.242,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:37.160278
Georges Home,Dilithium3,972.601,45.318009141,-75.757219492,6.501,83.011,2021-07-29 19:41:02.603135
Ottawa Edge,Dilithium3,968.927,45.317172232,-75.757865878,7.822,127.286,2021-07-29 19:41:18.890865
Georges Home,Dilithium3,974.424,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:31.211640
Toronto Edge,Dilithium3,980.685,45.31714255,-75.757887652,8.702,130.186,2021-07-29 19:39:44.185169
Ottawa Edge,Dilithium3,974.023,45.315735329,-75.757487601,7.919,289.693,2021-07-29 19:40:24.637653
Georges Home,Dilithium3,961.001,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:55.990829
Georges Home,Dilithium3,1.151,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:51.303254
Georges Home,Dilithium3,5.068,45.316481687,-75.758128107,3.901,201.405,2021-07-29 19:32:57.866675
Ottawa Edge,Dilithium3,994.407,45.317900108,-75.757587955,2.96,64.818,2021-07-29 19:35:55.817247
Ottawa Edge,Dilithium3,9.178,45.316967402,-75.757006868,4.117,174.48,2021-07-29 19:38:35.103269
Toronto Edge,Dilithium3,986.671,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:53.313059
Ottawa Edge,Dilithium3,4.808,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:36.342110
Ottawa Edge,Dilithium3,978.736,45.315406678,-75.757600174,3.575,324.217,2021-07-29 19:37:44.765131
Georges Home,Dilithium3,965.594,45.315775966,-75.757450329,8.258,285.848,2021-07-29 19:42:05.011287
Ottawa Edge,Dilithium3,3.553,45.315309101,-75.758367493,3.054,331.912,2021-07-29 19:33:38.997884
Georges Home,Dilithium3,5.71,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:53.580591
Toronto Edge,Dilithium3,994.571,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:20.137335
Ottawa Edge,Dilithium3,969.511,45.316575836,-75.758109282,14.407,190.994,2021-07-29 19:42:59.823114
Toronto Edge,Dilithium3,6.388,45.317024793,-75.757921976,3.735,142.629,2021-07-29 19:32:39.810547
Ottawa Edge,Dilithium3,978.995,45.318029665,-75.7572813,3.441,77.661,2021-07-29 19:39:18.324891
Ottawa Edge,Dilithium3,967.07,45.315456663,-75.757584486,6.312,318.905,2021-07-29 19:41:59.970301
Ottawa Edge,Dilithium3,961.403,45.317961923,-75.757049571,7.976,97.329,2021-07-29 19:44:45.584887
Georges Home,Dilithium3,970.831,45.315647634,-75.757509564,7.907,298.947,2021-07-29 19:42:02.660299
Toronto Edge,Dilithium3,957.8,45.318067723,-75.757534804,2.192,57.768,2021-07-29 19:44:52.423024
Toronto Edge,Dilithium3,997.327,45.316276993,-75.758203217,3.196,224.079,2021-07-29 19:36:50.646822
Toronto Edge,Dilithium3,1.824,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.601456
Georges Home,Dilithium3,976.212,45.316123605,-75.758268726,7.192,241.188,2021-07-29 19:41:35.047623
Georges Home,Dilithium3,969.577,45.317915689,-75.757556957,6.207,65.511,2021-07-29 19:41:07.030424
Ottawa Edge,Dilithium3,985.598,45.316214353,-75.758218904,3.117,231.046,2021-07-29 19:36:52.433047
Georges Home,Dilithium3,991.867,45.31624561,-75.758209492,2.838,227.568,2021-07-29 19:36:52.105901
Toronto Edge,Dilithium3,975.97,45.316500795,-75.758131245,7.555,199.276,2021-07-29 19:41:29.085248
Georges Home,Dilithium3,993.452,45.31792359,-75.757569318,2.84,64.205,2021-07-29 19:35:54.222948
Toronto Edge,Dilithium3,979.856,45.317371105,-75.757803316,9.406,107.066,2021-07-29 19:39:41.633528
Toronto Edge,Dilithium3,980.323,45.316146954,-75.757315981,8.362,248.368,2021-07-29 19:40:30.297401
Georges Home,Dilithium3,963.818,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:34.967035
Toronto Edge,Dilithium3,964.716,45.315310329,-75.758120087,8.582,331.569,2021-07-29 19:43:13.320728
Toronto Edge,Dilithium3,7.098,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.651508
Georges Home,Dilithium3,970.608,45.31526626,-75.757974894,6.649,336.866,2021-07-29 19:41:53.190303
Toronto Edge,Dilithium3,4.491,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:35.257484
Georges Home,Dilithium3,6.328,45.317364399,-75.757793903,3.633,107.994,2021-07-29 19:32:29.744435
Toronto Edge,Dilithium3,990.143,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:08.520658
Georges Home,Dilithium3,994.949,45.316075061,-75.757362666,3.105,255.086,2021-07-29 19:34:25.104560
Georges Home,Dilithium3,989.403,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:31.724682
Georges Home,Dilithium3,991.804,45.316751132,-75.758012775,3.105,172.002,2021-07-29 19:36:34.939424
Toronto Edge,Dilithium3,966.213,45.315935781,-75.758368368,13.704,262.338,2021-07-29 19:44:06.724274
Ottawa Edge,Dilithium3,967.091,45.315918399,-75.757400317,8.258,271.253,2021-07-29 19:42:06.890442
Georges Home,Dilithium3,980.24,45.317526066,-75.757750166,9.054,92.225,2021-07-29 19:39:38.663740
Toronto Edge,Dilithium3,10.64,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.530689
Toronto Edge,Dilithium3,984.966,45.31610487,-75.75734403,3.81,252.27,2021-07-29 19:38:06.337675
Georges Home,Dilithium3,969.486,45.316755876,-75.757069433,7.815,192.435,2021-07-29 19:40:39.979769
Ottawa Edge,Dilithium3,995.655,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:12.688375
Toronto Edge,Dilithium3,995.596,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.996657
Georges Home,Dilithium3,0.656,45.316739925,-75.758021999,3.384,173.184,2021-07-29 19:32:49.202713
Toronto Edge,Dilithium3,994.939,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:37.337383
Toronto Edge,Dilithium3,4.594,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:20.395769
Toronto Edge,Dilithium3,38.986,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:41.565959
Georges Home,Dilithium3,962.002,45.316563434,-75.758115557,15.825,192.354,2021-07-29 19:44:02.522294
Georges Home,Dilithium3,973.082,45.315671215,-75.758474473,11.879,292.205,2021-07-29 19:43:08.456463
Toronto Edge,Dilithium3,992.029,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.399457
Toronto Edge,Dilithium3,984.027,45.317108262,-75.756944493,3.735,164.356,2021-07-29 19:38:38.944153
Ottawa Edge,Dilithium3,979.51,45.316190871,-75.75823754,7.192,233.67,2021-07-29 19:41:33.832420
Toronto Edge,Dilithium3,1.253,45.315243973,-75.757795567,2.839,340.357,2021-07-29 19:33:54.027341
Toronto Edge,Dilithium3,11.164,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:34.887998
Toronto Edge,Dilithium3,5.119,45.317552716,-75.756775812,3.293,138.632,2021-07-29 19:35:16.175897
Ottawa Edge,Dilithium3,960.937,45.315337148,-75.758231335,8.676,328.541,2021-07-29 19:43:12.783856
Ottawa Edge,Dilithium3,986.723,45.317134649,-75.757875291,3.105,131.232,2021-07-29 19:36:20.845382
Georges Home,Dilithium3,999.13,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:43.069451
Ottawa Edge,Dilithium3,999.736,45.315592647,-75.758462301,3.633,300.847,2021-07-29 19:33:27.279605
Toronto Edge,Dilithium3,974.216,45.316079561,-75.75734403,15.077,254.983,2021-07-29 19:43:26.395424
Toronto Edge,Dilithium3,997.774,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:23.613572
Toronto Edge,Dilithium3,958.833,45.317961923,-75.757049571,7.976,97.329,2021-07-29 19:44:45.365532
Georges Home,Dilithium3,984.244,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.163421
Ottawa Edge,Dilithium3,0.223,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.759081
Ottawa Edge,Dilithium3,4.564,45.316290715,-75.758203029,3.633,222.554,2021-07-29 19:33:03.410344
Georges Home,Dilithium3,962.219,45.315272176,-75.757814013,7.93,337.103,2021-07-29 19:43:17.091492
Toronto Edge,Dilithium3,995.342,45.31614076,-75.75825009,2.929,239.253,2021-07-29 19:36:56.037320
Ottawa Edge,Dilithium3,994.306,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.724388
Georges Home,Dilithium3,977.655,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:13.758232
Toronto Edge,Dilithium3,959.108,45.316140627,-75.757315981,15.383,249.043,2021-07-29 19:44:27.925919
Georges Home,Dilithium3,993.183,45.317756215,-75.756697746,3.19,131.951,2021-07-29 19:35:22.841334
Toronto Edge,Dilithium3,995.802,45.315802595,-75.757456415,8.083,282.854,2021-07-29 19:40:26.144065
Ottawa Edge,Dilithium3,992.57,45.316868627,-75.757041193,3.384,182.492,2021-07-29 19:34:53.268574
Georges Home,Dilithium3,2.507,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:17.168707
Toronto Edge,Dilithium3,978.965,45.316123605,-75.758268726,7.192,241.188,2021-07-29 19:41:34.342341
Georges Home,Dilithium3,12.877,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.210108
Ottawa Edge,Dilithium3,989.602,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.384363
Toronto Edge,Dilithium3,972.016,45.315580499,-75.75847485,6.81,302.262,2021-07-29 19:41:44.304457
Toronto Edge,Dilithium3,977.42,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:32.402418
Toronto Edge,Dilithium3,990.723,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:04.456215
Toronto Edge,Dilithium3,989.763,45.315943587,-75.758328148,3.384,261.33,2021-07-29 19:37:03.042697
Toronto Edge,Dilithium3,982.767,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:41.194921
Ottawa Edge,Dilithium3,989.524,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.839981
Georges Home,Dilithium3,964.019,45.316405191,-75.75720987,15.474,223.695,2021-07-29 19:44:29.954265
Georges Home,Dilithium3,963.11,45.31777019,-75.756703832,9.185,130.828,2021-07-29 19:43:41.327125
Ottawa Edge,Dilithium3,984.278,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:43.598252
Georges Home,Dilithium3,969.194,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:01.884716
Georges Home,Dilithium3,973.112,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:38.477441
Ottawa Edge,Dilithium3,986.345,45.316837497,-75.757053744,4.009,185.022,2021-07-29 19:38:30.581608
Toronto Edge,Dilithium3,975.27,45.315318951,-75.75767158,6.546,333.126,2021-07-29 19:40:17.982894
Georges Home,Dilithium3,977.412,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:41.192933
Toronto Edge,Dilithium3,980.148,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.343046
Ottawa Edge,Dilithium3,994.418,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:58.514258
Toronto Edge,Dilithium3,991.023,45.31527583,-75.758052196,6.821,335.542,2021-07-29 19:40:13.148047
Toronto Edge,Dilithium3,6.392,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.562544
Ottawa Edge,Dilithium3,986.54,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.532127
Ottawa Edge,Dilithium3,962.85,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:10.485104
Georges Home,Dilithium3,996.881,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:49.122130
Toronto Edge,Dilithium3,982.84,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:23.212075
Ottawa Edge,Dilithium3,999.124,45.316228076,-75.758218716,3.196,229.52,2021-07-29 19:33:06.176488
Ottawa Edge,Dilithium3,981.407,45.317857897,-75.757612867,5.203,66.709,2021-07-29 19:39:33.814532
Georges Home,Dilithium3,991.03,45.315447445,-75.758497,3.022,317.137,2021-07-29 19:37:20.580628
Toronto Edge,Dilithium3,977.851,45.316913995,-75.757971988,9.065,154.31,2021-07-29 19:39:47.635140
Georges Home,Dilithium3,986.96,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:05.632517
Ottawa Edge,Dilithium3,986.761,45.316165815,-75.758243815,2.929,236.461,2021-07-29 19:36:54.568901
Toronto Edge,Dilithium3,973.907,45.315775966,-75.757450329,8.258,285.848,2021-07-29 19:42:05.231427
Toronto Edge,Dilithium3,994.384,45.316240976,-75.757294017,3.468,238.856,2021-07-29 19:34:30.976722
Ottawa Edge,Dilithium3,971.445,45.317039169,-75.756957044,8.622,170.005,2021-07-29 19:40:44.104919
Georges Home,Dilithium3,980.261,45.316165935,-75.757315981,3.728,246.343,2021-07-29 19:38:08.818066
Toronto Edge,Dilithium3,964.868,45.315320525,-75.757683941,7.92,332.834,2021-07-29 19:44:20.411766
Toronto Edge,Dilithium3,982.341,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:01.351397
Georges Home,Dilithium3,2.277,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:16.062002
Ottawa Edge,Dilithium3,972.067,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:20.598584
Toronto Edge,Dilithium3,3.532,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:04.294799
Toronto Edge,Dilithium3,4.149,45.316253132,-75.758212441,3.457,226.733,2021-07-29 19:33:05.507328
Toronto Edge,Dilithium3,996.247,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:58.719326
Toronto Edge,Dilithium3,989.484,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.545416
Georges Home,Dilithium3,988.152,45.316968733,-75.757943939,3.281,148.548,2021-07-29 19:36:26.762154
Georges Home,Dilithium3,986.187,45.315655666,-75.758456026,3.209,293.825,2021-07-29 19:37:12.354158
Ottawa Edge,Dilithium3,965.311,45.317839126,-75.756737588,8.349,125.182,2021-07-29 19:43:41.772749
Ottawa Edge,Dilithium3,977.214,45.317803159,-75.757640916,6.234,69.846,2021-07-29 19:39:35.548788
Toronto Edge,Dilithium3,5.803,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.368177
Toronto Edge,Dilithium3,999.925,45.317375606,-75.757784679,3.384,107.021,2021-07-29 19:36:12.471781
Georges Home,Dilithium3,974.458,45.316760607,-75.758037498,8.811,170.798,2021-07-29 19:39:48.497438
Georges Home,Dilithium3,967.92,45.31669334,-75.758068684,16.177,178.098,2021-07-29 19:44:00.197254
Ottawa Edge,Dilithium3,974.884,45.316913995,-75.757971988,9.065,154.31,2021-07-29 19:39:47.248225
Toronto Edge,Dilithium3,979.183,45.316424046,-75.757206732,7.934,221.817,2021-07-29 19:40:34.220994
Toronto Edge,Dilithium3,36.317,45.317319293,-75.757800367,3.372,112.654,2021-07-29 19:36:14.752338
Toronto Edge,Dilithium3,10.621,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:47.648634
Ottawa Edge,Dilithium3,980.796,45.316228575,-75.757300293,3.834,240.027,2021-07-29 19:38:10.672907
Ottawa Edge,Dilithium3,2.962,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:22.257063
Toronto Edge,Dilithium3,989.452,45.315420653,-75.75760626,6.664,322.611,2021-07-29 19:40:19.717751
Ottawa Edge,Dilithium3,978.9,45.315918399,-75.757400317,8.258,271.253,2021-07-29 19:42:06.191289
Ottawa Edge,Dilithium3,3.757,45.315943587,-75.758328148,3.384,261.33,2021-07-29 19:37:03.185250
Ottawa Edge,Dilithium3,978.14,45.316464659,-75.758149881,8.434,203.258,2021-07-29 19:39:53.621595
Toronto Edge,Dilithium3,976.402,45.316596288,-75.757138082,7.652,206.112,2021-07-29 19:42:16.898309
Georges Home,Dilithium3,989.8,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:33.321109
Ottawa Edge,Dilithium3,966.202,45.31531275,-75.757674718,6.298,333.78,2021-07-29 19:41:56.859878
Toronto Edge,Dilithium3,986.32,45.31543636,-75.757578401,3.4,321.208,2021-07-29 19:37:45.307599
Georges Home,Dilithium3,990.273,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:18.289413
Georges Home,Dilithium3,962.693,45.315350207,-75.757662168,8.082,329.773,2021-07-29 19:43:18.580475
Ottawa Edge,Dilithium3,978.39,45.315660162,-75.757506427,7.919,297.623,2021-07-29 19:40:23.801874
Georges Home,Dilithium3,975.076,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:34.005262
Toronto Edge,Dilithium3,14.156,45.317683829,-75.75766288,3.659,79.695,2021-07-29 19:32:20.530728
Georges Home,Dilithium3,6.993,45.316295841,-75.757269106,3.834,233.642,2021-07-29 19:38:12.524676
Toronto Edge,Dilithium3,962.805,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:56.236033
Ottawa Edge,Dilithium3,996.037,45.317441539,-75.756816414,3.366,143.893,2021-07-29 19:35:12.090291
Toronto Edge,Dilithium3,984.072,45.315622705,-75.757518977,3.644,301.541,2021-07-29 19:37:51.731986
Georges Home,Dilithium3,976.24,45.317371105,-75.757803316,9.406,107.066,2021-07-29 19:39:40.403277
Ottawa Edge,Dilithium3,29.921,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.510724
Ottawa Edge,Dilithium3,0.04,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.910026
Ottawa Edge,Dilithium3,995.897,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.450943
Toronto Edge,Dilithium3,962.045,45.317996518,-75.757170047,8.025,87.13,2021-07-29 19:43:46.208608
Georges Home,Dilithium3,973.267,45.315310329,-75.758120087,8.582,331.569,2021-07-29 19:43:13.912765
Ottawa Edge,Dilithium3,958.079,45.316563434,-75.758115557,15.825,192.354,2021-07-29 19:44:01.481034
Ottawa Edge,Dilithium3,980.82,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:37.472327
Georges Home,Dilithium3,7.057,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:38.483725
Georges Home,Dilithium3,975.981,45.317039169,-75.756957044,8.622,170.005,2021-07-29 19:40:43.645363
Toronto Edge,Dilithium3,7.421,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.911146
Ottawa Edge,Dilithium3,987.922,45.316860852,-75.75703197,7.907,183.601,2021-07-29 19:42:20.980049
Ottawa Edge,Dilithium3,982.877,45.315517728,-75.757556438,7.1,312.545,2021-07-29 19:42:00.750906
Georges Home,Dilithium3,964.748,45.317431938,-75.756788553,14.031,146.241,2021-07-29 19:44:37.785087
Toronto Edge,Dilithium3,961.509,45.316563434,-75.758115557,15.825,192.354,2021-07-29 19:44:01.247809
Georges Home,Dilithium3,6.125,45.315890043,-75.758359145,3.293,267.38,2021-07-29 19:33:17.835134
Ottawa Edge,Dilithium3,991.273,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.925633
Georges Home,Dilithium3,988.843,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.361831
Toronto Edge,Dilithium3,7.825,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.271787
Toronto Edge,Dilithium3,980.881,45.31799394,-75.757460824,6.19,66.73,2021-07-29 19:41:05.088050
Georges Home,Dilithium3,12.385,45.316444103,-75.75813752,3.644,205.562,2021-07-29 19:32:59.035932
Ottawa Edge,Dilithium3,993.941,45.317226971,-75.757837829,3.457,121.83,2021-07-29 19:36:18.066923
Toronto Edge,Dilithium3,982.491,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:49.783712
Toronto Edge,Dilithium3,968.904,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:49.775809
Toronto Edge,Dilithium3,959.516,45.31803933,-75.757411189,6.507,67.884,2021-07-29 19:44:49.285193
Georges Home,Dilithium3,19.314,45.31529478,-75.75810164,3.687,333.326,2021-07-29 19:37:30.279571
