Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Rainbow-I-Classic,965.355,45.315320525,-75.757683941,7.92,332.834,2021-07-29 19:44:19.465119
Georges Home,Rainbow-I-Classic,5.463,45.316290715,-75.758203029,3.633,222.554,2021-07-29 19:33:03.743703
Georges Home,Rainbow-I-Classic,980.806,45.316220547,-75.757284794,8.083,241.239,2021-07-29 19:40:32.331894
Ottawa Edge,Rainbow-I-Classic,960.858,45.315765012,-75.757465828,13.776,286.794,2021-07-29 19:44:25.150704
Georges Home,Rainbow-I-Classic,1.931,45.316467957,-75.757197319,3.033,217.519,2021-07-29 19:34:38.954649
Ottawa Edge,Rainbow-I-Classic,991.123,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:20.552639
Georges Home,Rainbow-I-Classic,967.011,45.317770202,-75.75763483,11.051,73.026,2021-07-29 19:43:53.343940
Ottawa Edge,Rainbow-I-Classic,987.132,45.315622705,-75.757518977,3.644,301.541,2021-07-29 19:37:51.758051
Georges Home,Rainbow-I-Classic,0.27,45.317286578,-75.756869566,3.372,152.892,2021-07-29 19:35:06.697751
Georges Home,Rainbow-I-Classic,994.641,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:16.407092
Toronto Edge,Rainbow-I-Classic,19.469,45.315846506,-75.757447002,3.728,278.235,2021-07-29 19:34:16.272642
Ottawa Edge,Rainbow-I-Classic,5.098,45.315846506,-75.757447002,3.728,278.235,2021-07-29 19:34:16.725631
Ottawa Edge,Rainbow-I-Classic,1.246,45.315660162,-75.757506427,3.366,297.623,2021-07-29 19:34:11.636016
Toronto Edge,Rainbow-I-Classic,14.319,45.317863846,-75.757603454,3.097,66.745,2021-07-29 19:32:14.319127
Ottawa Edge,Rainbow-I-Classic,967.003,45.317770202,-75.75763483,11.051,73.026,2021-07-29 19:43:52.207367
Ottawa Edge,Rainbow-I-Classic,996.937,45.31785157,-75.757612867,3.226,67.22,2021-07-29 19:35:57.936801
Toronto Edge,Rainbow-I-Classic,16.777,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:46.219084
Toronto Edge,Rainbow-I-Classic,985.712,45.316248758,-75.758234214,8.526,227.234,2021-07-29 19:39:55.238623
Georges Home,Rainbow-I-Classic,994.332,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.560525
Toronto Edge,Rainbow-I-Classic,992.673,45.31543636,-75.757578401,3.4,321.208,2021-07-29 19:37:46.178692
Georges Home,Rainbow-I-Classic,1.014,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.497508
Toronto Edge,Rainbow-I-Classic,10.089,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.706935
Toronto Edge,Rainbow-I-Classic,995.025,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:07.338830
Ottawa Edge,Rainbow-I-Classic,966.512,45.315259743,-75.757869732,7.922,338.118,2021-07-29 19:44:18.110084
Toronto Edge,Rainbow-I-Classic,4.139,45.316633872,-75.757128669,3.377,202.602,2021-07-29 19:34:44.829165
Georges Home,Rainbow-I-Classic,1.993,45.316302042,-75.757265968,3.468,233.065,2021-07-29 19:34:32.717540
Georges Home,Rainbow-I-Classic,967.978,45.317930255,-75.756898096,7.694,109.662,2021-07-29 19:43:44.515506
Georges Home,Rainbow-I-Classic,6.455,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:07.723251
Georges Home,Rainbow-I-Classic,980.891,45.316388289,-75.757234781,3.735,224.794,2021-07-29 19:38:15.635722
Ottawa Edge,Rainbow-I-Classic,973.136,45.317608914,-75.757687981,11.199,85.947,2021-07-29 19:42:51.150353
Georges Home,Rainbow-I-Classic,984.481,45.315660162,-75.757506427,7.919,297.623,2021-07-29 19:40:23.739429
Ottawa Edge,Rainbow-I-Classic,993.726,45.315655666,-75.758456026,3.209,293.825,2021-07-29 19:37:12.838479
Georges Home,Rainbow-I-Classic,12.709,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.998527
Toronto Edge,Rainbow-I-Classic,990.192,45.31796806,-75.756944404,3.335,104.771,2021-07-29 19:39:10.765521
Toronto Edge,Rainbow-I-Classic,18.332,45.316300475,-75.758184581,3.281,221.471,2021-07-29 19:36:50.610026
Toronto Edge,Rainbow-I-Classic,978.575,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:08.183363
Ottawa Edge,Rainbow-I-Classic,4.397,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:13.238001
Toronto Edge,Rainbow-I-Classic,9.953,45.315747857,-75.757484464,3.728,288.375,2021-07-29 19:34:13.817601
Ottawa Edge,Rainbow-I-Classic,990.36,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:53.489821
Toronto Edge,Rainbow-I-Classic,29.636,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:07.449989
Georges Home,Rainbow-I-Classic,995.819,45.317375606,-75.757784679,3.384,107.021,2021-07-29 19:36:13.170187
Toronto Edge,Rainbow-I-Classic,996.79,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:05.087181
Ottawa Edge,Rainbow-I-Classic,10.922,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:21.974134
Ottawa Edge,Rainbow-I-Classic,990.749,45.31529478,-75.75810164,3.687,333.326,2021-07-29 19:37:31.001308
Toronto Edge,Rainbow-I-Classic,979.473,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:50.288743
Georges Home,Rainbow-I-Classic,0.661,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:02.181239
Ottawa Edge,Rainbow-I-Classic,987.765,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:41.072690
Georges Home,Rainbow-I-Classic,998.831,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:33.765892
Toronto Edge,Rainbow-I-Classic,974.652,45.318004514,-75.757234992,6.595,82.088,2021-07-29 19:42:42.006735
Georges Home,Rainbow-I-Classic,969.193,45.315310329,-75.758120087,8.582,331.569,2021-07-29 19:43:13.265888
Ottawa Edge,Rainbow-I-Classic,976.453,45.316932723,-75.757965713,13.88,152.301,2021-07-29 19:42:56.812819
Ottawa Edge,Rainbow-I-Classic,968.041,45.317930255,-75.756898096,7.694,109.662,2021-07-29 19:43:43.632889
Ottawa Edge,Rainbow-I-Classic,962.362,45.317987169,-75.757148462,7.705,89.09,2021-07-29 19:44:47.413585
Georges Home,Rainbow-I-Classic,972.993,45.315580499,-75.75847485,6.81,302.262,2021-07-29 19:41:44.576042
Ottawa Edge,Rainbow-I-Classic,978.068,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:23.470908
Georges Home,Rainbow-I-Classic,996.001,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:01.428218
Georges Home,Rainbow-I-Classic,9.939,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.318376
Georges Home,Rainbow-I-Classic,968.015,45.31777019,-75.756703832,9.185,130.828,2021-07-29 19:43:41.095007
Georges Home,Rainbow-I-Classic,6.527,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:49.243533
Georges Home,Rainbow-I-Classic,980.29,45.317905039,-75.75674976,3.044,121.52,2021-07-29 19:39:05.812017
Toronto Edge,Rainbow-I-Classic,975.012,45.317763989,-75.75670697,7.509,130.916,2021-07-29 19:42:33.800703
Toronto Edge,Rainbow-I-Classic,983.785,45.31582303,-75.758396605,8.089,274.97,2021-07-29 19:40:01.189923
Georges Home,Rainbow-I-Classic,964.554,45.315765012,-75.757465828,13.776,286.794,2021-07-29 19:44:24.221114
Ottawa Edge,Rainbow-I-Classic,10.106,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.965131
Ottawa Edge,Rainbow-I-Classic,972.061,45.317557343,-75.756760313,8.025,139.309,2021-07-29 19:42:30.872940
Toronto Edge,Rainbow-I-Classic,972.351,45.316325271,-75.757241057,14.779,231.242,2021-07-29 19:43:27.835490
Ottawa Edge,Rainbow-I-Classic,976.488,45.315461452,-75.758453642,6.78,315.351,2021-07-29 19:41:45.265150
Toronto Edge,Rainbow-I-Classic,990.561,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:20.317367
Georges Home,Rainbow-I-Classic,3.465,45.315243973,-75.757795567,2.839,340.357,2021-07-29 19:33:53.725289
Toronto Edge,Rainbow-I-Classic,1.339,45.316050005,-75.757368941,3.19,257.654,2021-07-29 19:34:23.938357
Georges Home,Rainbow-I-Classic,996.707,45.316300475,-75.758184581,3.281,221.471,2021-07-29 19:36:49.284024
Toronto Edge,Rainbow-I-Classic,13.651,45.315300096,-75.757674718,3.067,335.176,2021-07-29 19:33:57.889633
Georges Home,Rainbow-I-Classic,996.458,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.692225
Ottawa Edge,Rainbow-I-Classic,1.228,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.979298
Georges Home,Rainbow-I-Classic,972.734,45.315275261,-75.757736711,6.335,337.359,2021-07-29 19:41:55.420061
Ottawa Edge,Rainbow-I-Classic,980.0,45.315636811,-75.758459163,7.006,295.933,2021-07-29 19:41:42.474736
Georges Home,Rainbow-I-Classic,994.139,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.369506
Ottawa Edge,Rainbow-I-Classic,975.375,45.317931955,-75.756913595,6.642,108.463,2021-07-29 19:42:37.470603
Ottawa Edge,Rainbow-I-Classic,985.919,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:07.375760
Georges Home,Rainbow-I-Classic,993.88,45.316165935,-75.757315981,3.728,246.343,2021-07-29 19:38:08.770806
Georges Home,Rainbow-I-Classic,961.237,45.315544231,-75.757559386,11.114,309.6,2021-07-29 19:44:22.410613
Georges Home,Rainbow-I-Classic,4.048,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.870212
Ottawa Edge,Rainbow-I-Classic,998.505,45.317862734,-75.756722089,2.834,125.27,2021-07-29 19:35:26.955684
Georges Home,Rainbow-I-Classic,2.532,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:01.943757
Ottawa Edge,Rainbow-I-Classic,7.573,45.316660131,-75.758056323,3.097,181.84,2021-07-29 19:32:51.815814
Ottawa Edge,Rainbow-I-Classic,978.617,45.316538252,-75.758118695,8.622,195.143,2021-07-29 19:39:51.322118
Toronto Edge,Rainbow-I-Classic,11.687,45.315337399,-75.758438521,3.057,329.041,2021-07-29 19:33:36.393122
Toronto Edge,Rainbow-I-Classic,974.289,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:55.530020
Toronto Edge,Rainbow-I-Classic,11.376,45.315970211,-75.757403265,3.457,265.599,2021-07-29 19:34:20.745819
Georges Home,Rainbow-I-Classic,981.872,45.316760607,-75.758037498,8.811,170.798,2021-07-29 19:39:48.567887
Georges Home,Rainbow-I-Classic,9.253,45.315660162,-75.757506427,3.366,297.623,2021-07-29 19:34:10.755359
Georges Home,Rainbow-I-Classic,1.953,45.317970553,-75.757532045,2.812,63.385,2021-07-29 19:35:53.410883
Georges Home,Rainbow-I-Classic,7.983,45.316512944,-75.758118695,3.996,197.955,2021-07-29 19:32:57.003271
Toronto Edge,Rainbow-I-Classic,993.802,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:13.568745
Georges Home,Rainbow-I-Classic,995.374,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:25.761936
Ottawa Edge,Rainbow-I-Classic,996.676,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.728019
Ottawa Edge,Rainbow-I-Classic,963.993,45.31777019,-75.756703832,9.185,130.828,2021-07-29 19:43:40.314067
Georges Home,Rainbow-I-Classic,978.781,45.31668861,-75.75710062,7.744,198.027,2021-07-29 19:40:38.780851
Ottawa Edge,Rainbow-I-Classic,2.742,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:07.208987
Ottawa Edge,Rainbow-I-Classic,996.906,45.316918622,-75.757956489,3.274,153.944,2021-07-29 19:36:28.948149
Toronto Edge,Rainbow-I-Classic,991.457,45.316967402,-75.757006868,4.117,174.48,2021-07-29 19:38:34.204699
Ottawa Edge,Rainbow-I-Classic,10.718,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:14.328760
Toronto Edge,Rainbow-I-Classic,10.134,45.317134649,-75.757875291,3.105,131.232,2021-07-29 19:36:20.837405
Toronto Edge,Rainbow-I-Classic,991.996,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:08.240961
Georges Home,Rainbow-I-Classic,16.396,45.315450335,-75.757584486,3.392,319.6,2021-07-29 19:34:04.161805
Georges Home,Rainbow-I-Classic,9.773,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:28.419070
Ottawa Edge,Rainbow-I-Classic,988.259,45.315530256,-75.7575533,3.834,311.21,2021-07-29 19:37:48.230851
Georges Home,Rainbow-I-Classic,0.785,45.316518068,-75.757184768,3.209,212.7,2021-07-29 19:34:40.553955
Georges Home,Rainbow-I-Classic,987.459,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:50.899249
Ottawa Edge,Rainbow-I-Classic,974.937,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:01.397384
Toronto Edge,Rainbow-I-Classic,10.709,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.925807
Ottawa Edge,Rainbow-I-Classic,9.264,45.316739925,-75.758021999,3.384,173.184,2021-07-29 19:32:48.752488
Ottawa Edge,Rainbow-I-Classic,993.462,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:23.905953
Ottawa Edge,Rainbow-I-Classic,5.622,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:47.524737
Georges Home,Rainbow-I-Classic,3.924,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:50.588043
Toronto Edge,Rainbow-I-Classic,970.323,45.316663428,-75.757103758,15.403,200.445,2021-07-29 19:44:31.954174
Toronto Edge,Rainbow-I-Classic,978.903,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:32.255524
Ottawa Edge,Rainbow-I-Classic,993.389,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.381292
Georges Home,Rainbow-I-Classic,973.501,45.315285083,-75.7580212,8.556,334.607,2021-07-29 19:43:15.020172
Georges Home,Rainbow-I-Classic,972.758,45.317504064,-75.757728581,12.169,95.133,2021-07-29 19:42:51.919530
Georges Home,Rainbow-I-Classic,3.872,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.690299
Ottawa Edge,Rainbow-I-Classic,11.85,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:16.667570
Ottawa Edge,Rainbow-I-Classic,998.295,45.315365761,-75.758410662,3.223,325.775,2021-07-29 19:37:24.051663
Georges Home,Rainbow-I-Classic,9.386,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.050676
Ottawa Edge,Rainbow-I-Classic,979.466,45.317938156,-75.756910457,6.701,108.438,2021-07-29 19:40:57.303150
Ottawa Edge,Rainbow-I-Classic,5.836,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:50.173802
Ottawa Edge,Rainbow-I-Classic,8.812,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.058096
Ottawa Edge,Rainbow-I-Classic,976.557,45.317757663,-75.75670697,7.579,131.233,2021-07-29 19:40:54.133272
Ottawa Edge,Rainbow-I-Classic,997.865,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.758397
Toronto Edge,Rainbow-I-Classic,980.825,45.317757663,-75.75670697,7.579,131.233,2021-07-29 19:40:53.793715
Georges Home,Rainbow-I-Classic,984.792,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:04.696965
Toronto Edge,Rainbow-I-Classic,988.555,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:13.555532
Ottawa Edge,Rainbow-I-Classic,985.678,45.317515133,-75.756785225,3.75,140.569,2021-07-29 19:38:51.556573
Toronto Edge,Rainbow-I-Classic,994.97,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.572410
Toronto Edge,Rainbow-I-Classic,971.867,45.315949656,-75.757390904,14.911,268.048,2021-07-29 19:43:24.434910
Ottawa Edge,Rainbow-I-Classic,992.826,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.672116
Georges Home,Rainbow-I-Classic,973.111,45.316438155,-75.758146932,7.459,206.207,2021-07-29 19:41:29.766319
Georges Home,Rainbow-I-Classic,986.398,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:23.375494
Ottawa Edge,Rainbow-I-Classic,988.334,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:48.223038
Georges Home,Rainbow-I-Classic,970.581,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:49.848347
Georges Home,Rainbow-I-Classic,971.297,45.316195491,-75.757291069,8.004,243.755,2021-07-29 19:42:10.478542
Georges Home,Rainbow-I-Classic,0.982,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.436731
Toronto Edge,Rainbow-I-Classic,995.084,45.316840401,-75.758003174,8.798,162.188,2021-07-29 19:39:47.777393
Toronto Edge,Rainbow-I-Classic,996.959,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:49.588448
Ottawa Edge,Rainbow-I-Classic,1.245,45.317170775,-75.756925666,3.553,159.762,2021-07-29 19:35:02.789115
Georges Home,Rainbow-I-Classic,984.192,45.315937254,-75.75739718,8.446,269.272,2021-07-29 19:40:27.347899
Georges Home,Rainbow-I-Classic,3.198,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:34.353013
Ottawa Edge,Rainbow-I-Classic,2.909,45.316493013,-75.757191044,3.033,215.104,2021-07-29 19:34:39.936451
Georges Home,Rainbow-I-Classic,987.334,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.478317
Toronto Edge,Rainbow-I-Classic,981.128,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:22.504948
Toronto Edge,Rainbow-I-Classic,9.297,45.316327097,-75.757259693,3.293,230.579,2021-07-29 19:34:34.032067
Toronto Edge,Rainbow-I-Classic,986.705,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:43.826683
Ottawa Edge,Rainbow-I-Classic,0.985,45.31752766,-75.756782088,3.293,139.912,2021-07-29 19:35:15.077701
Toronto Edge,Rainbow-I-Classic,3.017,45.315450335,-75.757584486,3.392,319.6,2021-07-29 19:34:03.356320
Ottawa Edge,Rainbow-I-Classic,968.598,45.315272176,-75.757814013,7.93,337.103,2021-07-29 19:43:17.527165
Ottawa Edge,Rainbow-I-Classic,3.506,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:04.642445
Toronto Edge,Rainbow-I-Classic,4.555,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:19.805197
Toronto Edge,Rainbow-I-Classic,4.442,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.590015
Georges Home,Rainbow-I-Classic,10.189,45.315969838,-75.758324822,3.02,258.405,2021-07-29 19:33:14.902158
Ottawa Edge,Rainbow-I-Classic,971.563,45.315884095,-75.758368557,7.028,268.076,2021-07-29 19:41:38.787407
Georges Home,Rainbow-I-Classic,969.809,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:11.565119
Toronto Edge,Rainbow-I-Classic,982.856,45.315281462,-75.757733573,6.517,336.7,2021-07-29 19:40:17.347863
Toronto Edge,Rainbow-I-Classic,999.708,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.762516
Georges Home,Rainbow-I-Classic,987.443,45.316709166,-75.757112981,3.644,195.548,2021-07-29 19:38:26.712159
Georges Home,Rainbow-I-Classic,992.372,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:08.156589
Ottawa Edge,Rainbow-I-Classic,982.293,45.317450899,-75.757768991,9.389,99.49,2021-07-29 19:39:40.013729
Ottawa Edge,Rainbow-I-Classic,976.091,45.315827783,-75.758384244,7.217,274.389,2021-07-29 19:41:39.789305
Georges Home,Rainbow-I-Classic,990.331,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.294657
Georges Home,Rainbow-I-Classic,967.905,45.317781156,-75.757619331,8.285,72.813,2021-07-29 19:42:48.196225
Georges Home,Rainbow-I-Classic,993.203,45.316356787,-75.758168894,3.372,215.223,2021-07-29 19:36:48.179626
Ottawa Edge,Rainbow-I-Classic,5.773,45.316962154,-75.757937664,3.372,149.339,2021-07-29 19:32:41.780140
Ottawa Edge,Rainbow-I-Classic,983.575,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:08.456819
Toronto Edge,Rainbow-I-Classic,19.838,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.312293
Toronto Edge,Rainbow-I-Classic,981.32,45.316146954,-75.757315981,8.362,248.368,2021-07-29 19:40:31.146620
Ottawa Edge,Rainbow-I-Classic,979.811,45.316248758,-75.758234214,8.526,227.234,2021-07-29 19:39:55.520283
Ottawa Edge,Rainbow-I-Classic,997.2,45.317613781,-75.756747762,3.56,136.541,2021-07-29 19:35:17.769047
Georges Home,Rainbow-I-Classic,9.107,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.306289
Georges Home,Rainbow-I-Classic,17.242,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:08.271928
Ottawa Edge,Rainbow-I-Classic,16.616,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.717978
Ottawa Edge,Rainbow-I-Classic,966.399,45.315272461,-75.757971756,8.155,336.191,2021-07-29 19:44:16.430408
Ottawa Edge,Rainbow-I-Classic,972.841,45.317139518,-75.756935079,8.095,162.036,2021-07-29 19:42:24.335196
Ottawa Edge,Rainbow-I-Classic,0.309,45.316719993,-75.757094344,3.468,195.11,2021-07-29 19:34:47.924594
Georges Home,Rainbow-I-Classic,983.27,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:16.460926
Toronto Edge,Rainbow-I-Classic,0.081,45.317349218,-75.756853877,3.644,148.743,2021-07-29 19:35:09.034235
Ottawa Edge,Rainbow-I-Classic,1.964,45.316327097,-75.757259693,3.293,230.579,2021-07-29 19:34:33.286940
Georges Home,Rainbow-I-Classic,11.212,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:05.198336
Toronto Edge,Rainbow-I-Classic,4.65,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.995983
Georges Home,Rainbow-I-Classic,6.141,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:20.451698
Ottawa Edge,Rainbow-I-Classic,990.726,45.315905998,-75.757406592,3.633,272.482,2021-07-29 19:38:00.450357
Ottawa Edge,Rainbow-I-Classic,981.076,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:38.003629
Toronto Edge,Rainbow-I-Classic,986.2,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:28.824918
Georges Home,Rainbow-I-Classic,33.108,45.317670094,-75.756732073,3.293,134.234,2021-07-29 19:35:19.476089
Ottawa Edge,Rainbow-I-Classic,9.038,45.316548954,-75.758096921,3.457,194.017,2021-07-29 19:32:56.429339
Ottawa Edge,Rainbow-I-Classic,7.154,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.869073
Ottawa Edge,Rainbow-I-Classic,993.934,45.318009077,-75.757117463,2.675,90.463,2021-07-29 19:35:40.222505
Georges Home,Rainbow-I-Classic,974.707,45.316552378,-75.757147496,7.744,210.296,2021-07-29 19:40:37.183932
Toronto Edge,Rainbow-I-Classic,4.418,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.023577
Toronto Edge,Rainbow-I-Classic,41.284,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.944775
Georges Home,Rainbow-I-Classic,964.497,45.317987169,-75.757148462,7.705,89.09,2021-07-29 19:44:46.560466
Toronto Edge,Rainbow-I-Classic,7.775,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:02.223853
Georges Home,Rainbow-I-Classic,5.44,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.312861
Toronto Edge,Rainbow-I-Classic,11.488,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:15.386054
Ottawa Edge,Rainbow-I-Classic,5.847,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.858809
Toronto Edge,Rainbow-I-Classic,967.734,45.317062525,-75.756935269,15.39,168.88,2021-07-29 19:44:35.363307
Toronto Edge,Rainbow-I-Classic,1.128,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:01.721607
Georges Home,Rainbow-I-Classic,969.285,45.317427438,-75.75680719,8.376,145.47,2021-07-29 19:42:28.398650
Ottawa Edge,Rainbow-I-Classic,993.904,45.315275862,-75.758002753,3.557,335.694,2021-07-29 19:37:32.681391
Georges Home,Rainbow-I-Classic,969.715,45.316682157,-75.757097482,13.6,198.78,2021-07-29 19:43:30.677891
Georges Home,Rainbow-I-Classic,3.115,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.312958
Georges Home,Rainbow-I-Classic,7.559,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.577323
Georges Home,Rainbow-I-Classic,979.181,45.317679347,-75.756701074,7.784,135.803,2021-07-29 19:40:53.357351
Toronto Edge,Rainbow-I-Classic,965.038,45.318070871,-75.757559527,1.016,55.872,2021-07-29 19:44:53.652112
Toronto Edge,Rainbow-I-Classic,989.183,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:49.079563
Ottawa Edge,Rainbow-I-Classic,972.248,45.316663555,-75.757106895,7.64,200.327,2021-07-29 19:42:17.858305
Georges Home,Rainbow-I-Classic,977.364,45.31760588,-75.7567354,3.56,137.834,2021-07-29 19:38:54.463997
Georges Home,Rainbow-I-Classic,986.694,45.316228575,-75.757300293,3.834,240.027,2021-07-29 19:38:10.972161
Toronto Edge,Rainbow-I-Classic,0.36,45.317987708,-75.757513408,2.896,63.556,2021-07-29 19:35:52.068769
Georges Home,Rainbow-I-Classic,6.758,45.316024576,-75.758296774,3.125,252.249,2021-07-29 19:33:12.675410
Georges Home,Rainbow-I-Classic,964.106,45.317431938,-75.756788553,14.031,146.241,2021-07-29 19:44:38.161249
Toronto Edge,Rainbow-I-Classic,15.085,45.317333143,-75.757803316,3.633,111.111,2021-07-29 19:32:30.535960
Georges Home,Rainbow-I-Classic,971.699,45.317971398,-75.757074293,6.741,95.137,2021-07-29 19:42:39.917497
Toronto Edge,Rainbow-I-Classic,992.137,45.317994975,-75.75710824,3.42,91.696,2021-07-29 19:39:14.637278
Ottawa Edge,Rainbow-I-Classic,7.983,45.315841505,-75.758384055,3.105,272.865,2021-07-29 19:33:20.493556
Georges Home,Rainbow-I-Classic,974.422,45.316732521,-75.757091207,7.731,193.973,2021-07-29 19:42:18.641481
Ottawa Edge,Rainbow-I-Classic,967.077,45.317996518,-75.757170047,8.025,87.13,2021-07-29 19:43:47.127458
Ottawa Edge,Rainbow-I-Classic,960.482,45.318070871,-75.757559527,1.016,55.872,2021-07-29 19:44:54.021021
Georges Home,Rainbow-I-Classic,9.853,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:08.149849
Georges Home,Rainbow-I-Classic,7.918,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:16.071810
Toronto Edge,Rainbow-I-Classic,15.196,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:29.271245
Toronto Edge,Rainbow-I-Classic,969.768,45.317930255,-75.756898096,7.694,109.662,2021-07-29 19:43:43.268156
