Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Dilithium2,986.869,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.840739
Toronto Edge,Dilithium2,975.099,45.317172232,-75.757865878,7.822,127.286,2021-07-29 19:41:18.498126
Ottawa Edge,Dilithium2,998.624,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:50.360639
Ottawa Edge,Dilithium2,973.205,45.317618282,-75.756729125,7.835,137.487,2021-07-29 19:40:51.516368
Ottawa Edge,Dilithium2,991.73,45.317078453,-75.756963129,3.553,166.166,2021-07-29 19:34:59.688891
Ottawa Edge,Dilithium2,1.602,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.792996
Georges Home,Dilithium2,997.396,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.780634
Georges Home,Dilithium2,9.124,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:07.610282
Toronto Edge,Dilithium2,978.1,45.317216143,-75.757856465,8.713,122.673,2021-07-29 19:39:42.944300
Ottawa Edge,Dilithium2,1.4,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:41.280865
Georges Home,Dilithium2,991.742,45.317693575,-75.756713436,3.293,134.173,2021-07-29 19:35:20.911091
Toronto Edge,Dilithium2,9.736,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:34.529927
Ottawa Edge,Dilithium2,991.677,45.317613781,-75.756747762,3.56,136.541,2021-07-29 19:35:17.855068
Georges Home,Dilithium2,998.112,45.315995267,-75.75739699,3.366,263.01,2021-07-29 19:34:21.828364
Ottawa Edge,Dilithium2,983.058,45.315312124,-75.758188166,3.826,331.313,2021-07-29 19:37:29.026995
Georges Home,Dilithium2,4.022,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.319401
Toronto Edge,Dilithium2,28.275,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.746948
Toronto Edge,Dilithium2,977.584,45.316491312,-75.757175545,7.744,215.729,2021-07-29 19:40:36.148046
Toronto Edge,Dilithium2,979.774,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:55.748348
Ottawa Edge,Dilithium2,7.054,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.404792
Georges Home,Dilithium2,1.78,45.316300475,-75.758184581,3.281,221.471,2021-07-29 19:36:50.627844
Toronto Edge,Dilithium2,986.631,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:52.944244
Toronto Edge,Dilithium2,0.363,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:23.571210
Georges Home,Dilithium2,986.384,45.316770231,-75.757084931,3.911,190.46,2021-07-29 19:38:29.324584
Ottawa Edge,Dilithium2,10.987,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.544815
Toronto Edge,Dilithium2,995.639,45.317286578,-75.756869566,3.372,152.892,2021-07-29 19:35:07.147135
Georges Home,Dilithium2,992.76,45.317862734,-75.756722089,2.834,125.27,2021-07-29 19:35:27.149410
Toronto Edge,Dilithium2,12.348,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:39.642327
Toronto Edge,Dilithium2,973.424,45.315884095,-75.758368557,7.028,268.076,2021-07-29 19:41:38.811712
Toronto Edge,Dilithium2,987.144,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.388041
Georges Home,Dilithium2,965.535,45.316816919,-75.75802181,14.043,164.657,2021-07-29 19:42:57.318065
Ottawa Edge,Dilithium2,990.67,45.317003412,-75.756985094,4.009,172.052,2021-07-29 19:38:35.867261
Ottawa Edge,Dilithium2,986.523,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:26.367995
Toronto Edge,Dilithium2,995.984,45.317349218,-75.756853877,3.644,148.743,2021-07-29 19:35:08.749978
Georges Home,Dilithium2,2.482,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:37.172166
Ottawa Edge,Dilithium2,964.784,45.317557343,-75.756760313,8.025,139.309,2021-07-29 19:42:30.927269
Georges Home,Dilithium2,5.995,45.317723258,-75.756691661,3.468,134.068,2021-07-29 19:38:59.589861
Georges Home,Dilithium2,998.71,45.316892109,-75.757022557,3.484,180.972,2021-07-29 19:34:54.036644
Georges Home,Dilithium2,996.83,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.521113
Georges Home,Dilithium2,962.032,45.317139518,-75.756935079,8.095,162.036,2021-07-29 19:42:24.370310
Georges Home,Dilithium2,991.476,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.410955
Ottawa Edge,Dilithium2,995.302,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.666199
Ottawa Edge,Dilithium2,7.854,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:40.192317
Ottawa Edge,Dilithium2,990.989,45.316893566,-75.757962764,3.196,156.649,2021-07-29 19:36:30.112785
Toronto Edge,Dilithium2,4.962,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:15.896783
Georges Home,Dilithium2,2.105,45.317024793,-75.757921976,3.735,142.629,2021-07-29 19:32:39.870948
Georges Home,Dilithium2,985.546,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:47.301266
Ottawa Edge,Dilithium2,970.578,45.316971903,-75.756988231,8.538,174.847,2021-07-29 19:40:42.992554
Georges Home,Dilithium2,991.808,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.401553
Georges Home,Dilithium2,997.85,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:08.496704
Toronto Edge,Dilithium2,973.944,45.316123605,-75.758268726,7.192,241.188,2021-07-29 19:41:34.388252
Georges Home,Dilithium2,996.808,45.317286578,-75.756869566,3.372,152.892,2021-07-29 19:35:06.989815
Georges Home,Dilithium2,986.584,45.316538252,-75.758118695,8.622,195.143,2021-07-29 19:39:52.012755
Ottawa Edge,Dilithium2,965.128,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:13.248332
Ottawa Edge,Dilithium2,976.636,45.318023369,-75.757231854,3.441,81.52,2021-07-29 19:39:17.984833
Ottawa Edge,Dilithium2,965.408,45.316663555,-75.757106895,7.64,200.327,2021-07-29 19:42:17.998130
Ottawa Edge,Dilithium2,968.145,45.315282157,-75.758052196,6.794,334.839,2021-07-29 19:41:51.621514
Georges Home,Dilithium2,979.182,45.317785897,-75.756675972,3.537,132.034,2021-07-29 19:39:00.190489
Ottawa Edge,Dilithium2,973.514,45.315802595,-75.757456415,8.083,282.854,2021-07-29 19:40:26.387029
Ottawa Edge,Dilithium2,995.358,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:48.408248
Georges Home,Dilithium2,999.299,45.316716443,-75.758040635,3.293,175.676,2021-07-29 19:32:49.323235
Ottawa Edge,Dilithium2,989.308,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:37.822688
Georges Home,Dilithium2,975.437,45.316611846,-75.758087509,8.622,187.067,2021-07-29 19:39:50.658017
Toronto Edge,Dilithium2,972.346,45.318011,-75.757389604,6.344,70.765,2021-07-29 19:41:03.989064
Ottawa Edge,Dilithium2,5.321,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:01.261262
Georges Home,Dilithium2,981.739,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:55.525641
Toronto Edge,Dilithium2,970.459,45.315760516,-75.758415429,7.217,281.992,2021-07-29 19:41:40.464039
Georges Home,Dilithium2,983.624,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:46.392853
Ottawa Edge,Dilithium2,974.151,45.315299375,-75.758135585,6.797,332.766,2021-07-29 19:40:11.747611
Ottawa Edge,Dilithium2,979.596,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:22.252774
Georges Home,Dilithium2,2.868,45.315969838,-75.758324822,3.02,258.405,2021-07-29 19:33:14.766817
Ottawa Edge,Dilithium2,3.054,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.825030
Ottawa Edge,Dilithium2,965.612,45.31670272,-75.758040824,7.991,177.196,2021-07-29 19:41:25.637603
Toronto Edge,Dilithium2,5.828,45.317024793,-75.757921976,3.735,142.629,2021-07-29 19:32:40.032430
Toronto Edge,Dilithium2,983.683,45.317905039,-75.75674976,3.044,121.52,2021-07-29 19:39:05.914552
Ottawa Edge,Dilithium2,989.044,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:16.212303
Ottawa Edge,Dilithium2,994.035,45.316923366,-75.757013143,3.457,178.376,2021-07-29 19:34:54.869939
Ottawa Edge,Dilithium2,31.519,45.315429911,-75.758506223,3.293,319.134,2021-07-29 19:33:32.893492
Ottawa Edge,Dilithium2,25.537,45.317972782,-75.756981488,3.312,101.862,2021-07-29 19:39:11.775080
Ottawa Edge,Dilithium2,993.646,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:12.373933
Toronto Edge,Dilithium2,973.896,45.315827783,-75.758384244,7.217,274.389,2021-07-29 19:41:39.898508
Georges Home,Dilithium2,977.729,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:30.637168
Ottawa Edge,Dilithium2,984.959,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:02.440855
Georges Home,Dilithium2,978.55,45.31697506,-75.757943939,7.811,147.851,2021-07-29 19:41:21.513441
Toronto Edge,Dilithium2,4.56,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.807015
Toronto Edge,Dilithium2,994.798,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:17.623851
Ottawa Edge,Dilithium2,995.661,45.316123599,-75.757337755,2.942,250.396,2021-07-29 19:34:26.804367
Ottawa Edge,Dilithium2,990.367,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:47.193181
Ottawa Edge,Dilithium2,0.847,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:38.222187
Georges Home,Dilithium2,1.17,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.896823
Georges Home,Dilithium2,995.266,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:22.860774
Georges Home,Dilithium2,973.017,45.315359587,-75.757634308,6.383,329.026,2021-07-29 19:40:18.543091
Georges Home,Dilithium2,986.91,45.316276993,-75.758203217,3.196,224.079,2021-07-29 19:36:51.183974
Georges Home,Dilithium2,999.488,45.317931955,-75.756913595,6.642,108.463,2021-07-29 19:42:37.303847
Ottawa Edge,Dilithium2,994.602,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:25.411481
Georges Home,Dilithium2,981.695,45.317238167,-75.756897616,3.81,155.419,2021-07-29 19:38:42.262933
Georges Home,Dilithium2,981.227,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.588627
Toronto Edge,Dilithium2,11.187,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.695443
Georges Home,Dilithium2,994.592,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:08.581108
Georges Home,Dilithium2,977.094,45.316538252,-75.758118695,8.622,195.143,2021-07-29 19:39:51.463746
Toronto Edge,Dilithium2,988.734,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.321906
Ottawa Edge,Dilithium2,980.229,45.317723258,-75.756691661,3.468,134.068,2021-07-29 19:38:58.607218
Ottawa Edge,Dilithium2,997.183,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:16.704490
Toronto Edge,Dilithium2,6.848,45.317646245,-75.757672293,3.735,82.904,2021-07-29 19:32:20.932899
Ottawa Edge,Dilithium2,988.665,45.316738848,-75.757091207,3.659,193.344,2021-07-29 19:38:27.341926
Ottawa Edge,Dilithium2,999.4,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:07.372904
Toronto Edge,Dilithium2,969.68,45.315255243,-75.757888368,6.606,338.509,2021-07-29 19:41:53.754586
Ottawa Edge,Dilithium2,985.159,45.315744709,-75.757459742,3.633,289.1,2021-07-29 19:37:55.383839
Ottawa Edge,Dilithium2,987.477,45.315359587,-75.757634308,6.383,329.026,2021-07-29 19:40:18.240983
Georges Home,Dilithium2,971.823,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.752617
Georges Home,Dilithium2,996.054,45.316356787,-75.758168894,3.372,215.223,2021-07-29 19:36:47.938254
Ottawa Edge,Dilithium2,970.767,45.318011,-75.757389604,6.344,70.765,2021-07-29 19:41:04.173296
Toronto Edge,Dilithium2,998.096,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:01.652788
Georges Home,Dilithium2,982.857,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:32.336565
Toronto Edge,Dilithium2,4.455,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:59.481081
Toronto Edge,Dilithium2,978.014,45.315420653,-75.75760626,6.664,322.611,2021-07-29 19:40:20.445135
Ottawa Edge,Dilithium2,986.434,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:59.074778
Toronto Edge,Dilithium2,965.446,45.317504064,-75.757728581,12.169,95.133,2021-07-29 19:42:51.251722
Ottawa Edge,Dilithium2,983.887,45.315710405,-75.758427978,3.384,287.611,2021-07-29 19:37:11.262767
Ottawa Edge,Dilithium2,977.941,45.315253732,-75.757978031,6.919,338.244,2021-07-29 19:40:14.311874
Toronto Edge,Dilithium2,3.276,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:37.330625
Ottawa Edge,Dilithium2,0.249,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:16.131204
Toronto Edge,Dilithium2,973.606,45.317039169,-75.756957044,8.622,170.005,2021-07-29 19:40:44.345334
Ottawa Edge,Dilithium2,8.789,45.315370541,-75.75761881,3.056,327.986,2021-07-29 19:34:00.709467
Toronto Edge,Dilithium2,996.609,45.317613781,-75.756747762,3.56,136.541,2021-07-29 19:35:17.714474
Ottawa Edge,Dilithium2,987.022,45.315447445,-75.758497,3.022,317.137,2021-07-29 19:37:20.472834
Ottawa Edge,Dilithium2,987.817,45.316086021,-75.758278138,3.201,245.382,2021-07-29 19:36:58.011268
Toronto Edge,Dilithium2,971.623,45.318009141,-75.757219492,6.501,83.011,2021-07-29 19:41:01.736611
Toronto Edge,Dilithium2,969.503,45.315517728,-75.757556438,7.1,312.545,2021-07-29 19:42:00.750612
Georges Home,Dilithium2,978.666,45.317040996,-75.75697568,4.009,169.006,2021-07-29 19:38:37.173560
Georges Home,Dilithium2,996.756,45.316633872,-75.757128669,3.377,202.602,2021-07-29 19:34:44.825916
Ottawa Edge,Dilithium2,984.843,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:50.846970
Toronto Edge,Dilithium2,998.035,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:14.480292
Ottawa Edge,Dilithium2,970.635,45.317267723,-75.756872704,8.713,154.266,2021-07-29 19:40:46.854028
Ottawa Edge,Dilithium2,972.829,45.317192556,-75.75689153,8.713,159.585,2021-07-29 19:40:45.276010
Georges Home,Dilithium2,2.812,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:59.947257
Toronto Edge,Dilithium2,995.236,45.316276993,-75.758203217,3.196,224.079,2021-07-29 19:36:50.815425
Georges Home,Dilithium2,975.25,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:23.833342
Ottawa Edge,Dilithium2,965.191,45.315349897,-75.758283915,6.178,327.182,2021-07-29 19:41:49.116511
Toronto Edge,Dilithium2,976.069,45.316212748,-75.758255988,13.867,231.262,2021-07-29 19:43:02.846741
Georges Home,Dilithium2,976.734,45.317239499,-75.757834692,7.544,120.534,2021-07-29 19:41:18.045905
Ottawa Edge,Dilithium2,975.656,45.317970553,-75.757532045,0.514,63.385,2021-07-29 19:39:29.924972
Ottawa Edge,Dilithium2,993.554,45.316276993,-75.758203217,3.196,224.079,2021-07-29 19:36:50.959026
Toronto Edge,Dilithium2,9.543,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:07.521247
Ottawa Edge,Dilithium2,986.652,45.315470801,-75.758475227,7.73,314.426,2021-07-29 19:40:06.970827
Ottawa Edge,Dilithium2,987.735,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:30.636900
Ottawa Edge,Dilithium2,992.679,45.315826209,-75.758371883,3.468,274.514,2021-07-29 19:37:06.691937
Georges Home,Dilithium2,965.483,45.316247184,-75.758221853,7.267,227.399,2021-07-29 19:41:32.860273
Toronto Edge,Dilithium2,970.474,45.316247184,-75.758221853,7.267,227.399,2021-07-29 19:41:33.041851
Ottawa Edge,Dilithium2,990.316,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:05.092311
Georges Home,Dilithium2,0.915,45.316161182,-75.757328342,3.117,246.58,2021-07-29 19:34:27.610234
Ottawa Edge,Dilithium2,990.122,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.211497
Georges Home,Dilithium2,994.606,45.317410283,-75.756825827,3.384,145.655,2021-07-29 19:35:11.222889
Toronto Edge,Dilithium2,17.614,45.315813676,-75.757444054,3.82,281.851,2021-07-29 19:37:57.434792
Georges Home,Dilithium2,0.634,45.315268934,-75.757736711,2.974,338.058,2021-07-29 19:33:55.575757
Georges Home,Dilithium2,993.272,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:12.597445
Toronto Edge,Dilithium2,969.6,45.315775966,-75.757450329,8.258,285.848,2021-07-29 19:42:05.486690
Toronto Edge,Dilithium2,6.637,45.31752766,-75.756782088,3.293,139.912,2021-07-29 19:35:15.046100
Toronto Edge,Dilithium2,981.462,45.318015943,-75.75748241,3.136,64.056,2021-07-29 19:39:23.951224
Ottawa Edge,Dilithium2,986.05,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.488802
Toronto Edge,Dilithium2,9.145,45.317912384,-75.757578542,2.659,64.461,2021-07-29 19:32:11.891115
Georges Home,Dilithium2,964.075,45.317557343,-75.756760313,8.025,139.309,2021-07-29 19:42:30.453049
Ottawa Edge,Dilithium2,962.523,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:46.472327
Georges Home,Dilithium2,971.229,45.31689831,-75.757019419,8.362,180.506,2021-07-29 19:40:41.811630
Toronto Edge,Dilithium2,971.051,45.316466383,-75.757184958,7.919,218.033,2021-07-29 19:42:14.766626
Georges Home,Dilithium2,3.861,45.31714255,-75.757887652,8.702,130.186,2021-07-29 19:39:44.092254
Ottawa Edge,Dilithium2,997.528,45.31542528,-75.757590762,3.226,322.28,2021-07-29 19:34:02.859706
Ottawa Edge,Dilithium2,11.004,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.563224
Toronto Edge,Dilithium2,3.871,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.402501
Georges Home,Dilithium2,15.455,45.315300096,-75.757674718,3.067,335.176,2021-07-29 19:33:57.396065
Ottawa Edge,Dilithium2,986.996,45.317086111,-75.757900202,3.281,136.18,2021-07-29 19:36:22.831893
Toronto Edge,Dilithium2,7.969,45.315531581,-75.758490348,3.548,307.773,2021-07-29 19:33:30.162033
Georges Home,Dilithium2,982.664,45.315813676,-75.757444054,3.82,281.851,2021-07-29 19:37:57.950846
Ottawa Edge,Dilithium2,996.543,45.316984431,-75.756985094,3.659,173.814,2021-07-29 19:34:57.005612
Ottawa Edge,Dilithium2,3.324,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.785960
Toronto Edge,Dilithium2,976.261,45.317036126,-75.75791589,7.811,141.458,2021-07-29 19:41:21.138463
Georges Home,Dilithium2,961.705,45.315321599,-75.758212888,6.336,330.261,2021-07-29 19:41:50.160310
Toronto Edge,Dilithium2,981.989,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:23.992629
Toronto Edge,Dilithium2,991.979,45.316264584,-75.757278519,3.925,236.719,2021-07-29 19:38:11.887293
Toronto Edge,Dilithium2,976.485,45.317817249,-75.756719141,7.345,127.496,2021-07-29 19:40:54.263474
Georges Home,Dilithium2,987.671,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:51.185948
Georges Home,Dilithium2,984.061,45.317905039,-75.75674976,3.044,121.52,2021-07-29 19:39:05.756176
Toronto Edge,Dilithium2,4.17,45.31799394,-75.757460824,6.19,66.73,2021-07-29 19:41:04.715993
Ottawa Edge,Dilithium2,13.297,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:23.271357
Ottawa Edge,Dilithium2,1.269,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.544671
Georges Home,Dilithium2,974.36,45.316552378,-75.757147496,7.744,210.296,2021-07-29 19:40:36.658306
Georges Home,Dilithium2,976.013,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:37.409924
Ottawa Edge,Dilithium2,969.024,45.317572904,-75.757709755,7.805,88.757,2021-07-29 19:41:12.571600
Toronto Edge,Dilithium2,975.737,45.31714255,-75.757887652,8.702,130.186,2021-07-29 19:39:44.259286
Ottawa Edge,Dilithium2,965.219,45.316331724,-75.757244194,8.083,230.484,2021-07-29 19:42:12.506543
Ottawa Edge,Dilithium2,989.922,45.317883162,-75.756731313,2.638,123.747,2021-07-29 19:35:27.461319
Toronto Edge,Dilithium2,1.671,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:49.396288
Toronto Edge,Dilithium2,979.279,45.317618282,-75.756729125,7.835,137.487,2021-07-29 19:40:51.330166
Georges Home,Dilithium2,971.503,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:56.256547
Georges Home,Dilithium2,5.558,45.316962154,-75.757937664,3.372,149.339,2021-07-29 19:32:42.182878
Toronto Edge,Dilithium2,999.624,45.315409482,-75.758497,3.481,321.345,2021-07-29 19:33:33.718214
Ottawa Edge,Dilithium2,964.646,45.316799787,-75.757060019,7.731,188.464,2021-07-29 19:42:20.285596
Georges Home,Dilithium2,980.021,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:37.673965
Ottawa Edge,Dilithium2,997.465,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:07.277270
Toronto Edge,Dilithium2,984.54,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:54.404446
Toronto Edge,Dilithium2,14.827,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:25.626293
Georges Home,Dilithium2,978.753,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:07.937857
Ottawa Edge,Dilithium2,5.251,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:53.712568
Ottawa Edge,Dilithium2,997.852,45.315242778,-75.757993529,3.312,339.4,2021-07-29 19:33:48.766572
Georges Home,Dilithium2,981.699,45.317605861,-75.757715841,8.434,85.256,2021-07-29 19:39:38.560431
Ottawa Edge,Dilithium2,985.333,45.316214353,-75.758218904,3.117,231.046,2021-07-29 19:36:52.609230
Georges Home,Dilithium2,989.084,45.317999633,-75.757043295,2.806,96.285,2021-07-29 19:35:38.663286
Ottawa Edge,Dilithium2,995.338,45.317552716,-75.756775812,3.293,138.632,2021-07-29 19:35:15.969748
Toronto Edge,Dilithium2,994.05,45.317911366,-75.75674976,2.646,121.272,2021-07-29 19:35:29.197443
Georges Home,Dilithium2,977.665,45.317505638,-75.757740942,8.163,94.6,2021-07-29 19:41:14.377633
Georges Home,Dilithium2,979.964,45.315253732,-75.757978031,6.919,338.244,2021-07-29 19:40:13.809193
Toronto Edge,Dilithium2,6.971,45.317264302,-75.757822141,3.911,118.1,2021-07-29 19:32:33.063679
Ottawa Edge,Dilithium2,995.146,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.644447
Ottawa Edge,Dilithium2,978.628,45.31766852,-75.756719711,3.56,135.155,2021-07-29 19:38:56.967993
Ottawa Edge,Dilithium2,968.85,45.315699451,-75.758443477,7.203,288.904,2021-07-29 19:41:41.724815
Ottawa Edge,Dilithium2,976.754,45.316247184,-75.758221853,7.267,227.399,2021-07-29 19:41:33.176742
Georges Home,Dilithium2,975.579,45.316397392,-75.758181067,8.258,210.702,2021-07-29 19:39:54.129863
Ottawa Edge,Dilithium2,996.7,45.316444103,-75.75813752,3.644,205.562,2021-07-29 19:32:58.703750
Georges Home,Dilithium2,970.437,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:08.254157
Ottawa Edge,Dilithium2,980.987,45.317108262,-75.756944493,3.735,164.356,2021-07-29 19:38:39.001047
Ottawa Edge,Dilithium2,1.029,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.655719
Toronto Edge,Dilithium2,10.533,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:48.844918
Georges Home,Dilithium2,13.601,45.317863846,-75.757603454,3.097,66.745,2021-07-29 19:32:14.033754
Toronto Edge,Dilithium2,975.23,45.316732521,-75.757091207,7.731,193.973,2021-07-29 19:42:18.527223
Toronto Edge,Dilithium2,5.508,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:44.055002
Toronto Edge,Dilithium2,6.369,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:36.806768
Ottawa Edge,Dilithium2,996.286,45.317302138,-75.757819004,7.907,114.097,2021-07-29 19:41:17.263405
Ottawa Edge,Dilithium2,966.097,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:46.998058
Georges Home,Dilithium2,995.035,45.317756215,-75.756697746,3.19,131.951,2021-07-29 19:35:22.532156
Ottawa Edge,Dilithium2,974.798,45.315251874,-75.757807928,6.396,339.393,2021-07-29 19:40:15.928053
Georges Home,Dilithium2,4.854,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:10.120199
Ottawa Edge,Dilithium2,969.243,45.318011,-75.757389604,6.344,70.765,2021-07-29 19:41:03.432345
Toronto Edge,Dilithium2,990.096,45.315255054,-75.757783206,3.225,339.222,2021-07-29 19:37:38.322317
Ottawa Edge,Dilithium2,989.849,45.317406988,-75.757778404,3.659,103.858,2021-07-29 19:36:11.832985
Ottawa Edge,Dilithium2,973.579,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:01.836714
Ottawa Edge,Dilithium2,4.026,45.31748653,-75.757737804,3.911,96.66,2021-07-29 19:32:26.458542
Toronto Edge,Dilithium2,966.721,45.317070552,-75.756950768,7.998,167.445,2021-07-29 19:42:23.858103
Ottawa Edge,Dilithium2,1.019,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.334981
Toronto Edge,Dilithium2,5.917,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:55.266505
Ottawa Edge,Dilithium2,968.289,45.315945161,-75.758340509,6.944,261.195,2021-07-29 19:41:38.422773
Ottawa Edge,Dilithium2,997.494,45.316716443,-75.758040635,3.293,175.676,2021-07-29 19:32:49.624519
Ottawa Edge,Dilithium2,1.728,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:22.563643
Toronto Edge,Dilithium2,969.981,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:25.350879
Ottawa Edge,Dilithium2,984.75,45.315253575,-75.757823426,3.522,339.098,2021-07-29 19:37:36.987009
Georges Home,Dilithium2,5.709,45.315247026,-75.757767708,2.842,340.229,2021-07-29 19:33:54.395697
Ottawa Edge,Dilithium2,996.943,45.315300096,-75.757674718,3.067,335.176,2021-07-29 19:33:58.001736
Ottawa Edge,Dilithium2,965.948,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:26.319068
Toronto Edge,Dilithium2,8.57,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:47.298854
Ottawa Edge,Dilithium2,8.187,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:10.637956
Georges Home,Dilithium2,987.149,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.692277
