Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m),Time
Georges Home,Dilithium2,963.654,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:40.447948
Ottawa Edge,Dilithium5,6.909,45.317683829,-75.75766288,3.659,79.695,2021-07-29 19:32:20.310663
Ottawa Edge,Dilithium3,992.291,45.318025197,-75.757451411,2.741,65.725,2021-07-29 19:35:49.280908
Ottawa Edge,Dilithium3,997.601,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.744118
Ottawa Edge,Dilithium5,8.968,45.317228293,-75.757843915,3.901,121.577,2021-07-29 19:32:34.190610
Georges Home,Dilithium2,12.36,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:36.647590
Ottawa Edge,Dilithium5,2.517,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.424091
Ottawa Edge,Dilithium5,974.195,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:19.484289
Ottawa Edge,Rainbow-I-Classic,988.259,45.315530256,-75.7575533,3.834,311.21,2021-07-29 19:37:48.230851
Georges Home,Rainbow-I-Classic,0.785,45.316518068,-75.757184768,3.209,212.7,2021-07-29 19:34:40.553955
Ottawa Edge,Dilithium2,19.696,45.31527284,-75.75818208,2.85,335.68,2021-07-29 19:33:44.073042
Ottawa Edge,Dilithium2,6.066,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:15.638260
Ottawa Edge,Dilithium3,13.316,45.316481687,-75.758128107,3.901,201.405,2021-07-29 19:32:57.636674
Toronto Edge,Dilithium3,22.711,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:25.873483
Georges Home,Rainbow-I-Classic,987.459,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:50.899249
Georges Home,Dilithium2,988.934,45.316295841,-75.757269106,3.834,233.642,2021-07-29 19:38:12.252840
Ottawa Edge,Rainbow-I-Classic,974.937,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:01.397384
Georges Home,Dilithium3,978.808,45.317994975,-75.75710824,3.42,91.696,2021-07-29 19:39:14.842524
Toronto Edge,Rainbow-I-Classic,10.709,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.925807
Toronto Edge,Dilithium3,999.216,45.317410283,-75.756825827,3.384,145.655,2021-07-29 19:35:11.049656
Georges Home,Dilithium3,1.597,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.902356
Toronto Edge,Dilithium5,984.22,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.821617
Ottawa Edge,Dilithium5,990.846,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:15.971054
Georges Home,Dilithium5,985.52,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.281125
Ottawa Edge,Rainbow-I-Classic,9.264,45.316739925,-75.758021999,3.384,173.184,2021-07-29 19:32:48.752488
Ottawa Edge,Dilithium5,10.174,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.926988
Georges Home,Dilithium3,966.347,45.315272461,-75.757971756,8.155,336.191,2021-07-29 19:44:16.174869
Ottawa Edge,Dilithium2,980.112,45.316480611,-75.757197319,3.644,216.208,2021-07-29 19:38:18.700049
Toronto Edge,Dilithium2,1.635,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:20.389041
Ottawa Edge,Dilithium2,964.059,45.317280378,-75.756872704,8.362,153.23,2021-07-29 19:42:27.132193
Ottawa Edge,Rainbow-I-Classic,993.462,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:23.905953
Ottawa Edge,Rainbow-III-Classic,31.944,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.003789
Georges Home,Dilithium3,7.342,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.464064
Georges Home,Dilithium5,997.962,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:41.376247
Ottawa Edge,Dilithium2,992.584,45.317969664,-75.75690732,2.971,107.446,2021-07-29 19:35:35.049010
Ottawa Edge,Rainbow-I-Classic,5.622,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:47.524737
Toronto Edge,Dilithium5,54.997,45.315593027,-75.758471713,3.372,300.856,2021-07-29 19:37:14.919697
Ottawa Edge,Dilithium5,988.941,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:14.081861
Georges Home,Rainbow-I-Classic,3.924,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:50.588043
Ottawa Edge,Dilithium5,1.62,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:22.995009
Toronto Edge,Rainbow-I-Classic,970.323,45.316663428,-75.757103758,15.403,200.445,2021-07-29 19:44:31.954174
Toronto Edge,Rainbow-I-Classic,978.903,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:32.255524
Ottawa Edge,Rainbow-I-Classic,993.389,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.381292
Ottawa Edge,Dilithium3,998.926,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:12.658546
Georges Home,Rainbow-I-Classic,973.501,45.315285083,-75.7580212,8.556,334.607,2021-07-29 19:43:15.020172
Ottawa Edge,Dilithium2,966.377,45.317931955,-75.756913595,6.642,108.463,2021-07-29 19:42:37.748532
Toronto Edge,Dilithium3,983.07,45.316322225,-75.758199891,8.362,219.051,2021-07-29 19:39:54.925484
Toronto Edge,Dilithium3,974.017,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:46.636595
Georges Home,Dilithium5,8.451,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.407462
Toronto Edge,Dilithium2,989.869,45.315470801,-75.758475227,7.73,314.426,2021-07-29 19:40:06.657336
Ottawa Edge,Dilithium5,8.116,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:35.467297
Georges Home,Dilithium5,10.176,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.458873
Toronto Edge,Dilithium3,996.098,45.31801119,-75.757494771,2.853,63.468,2021-07-29 19:35:50.831643
Georges Home,Rainbow-I-Classic,972.758,45.317504064,-75.757728581,12.169,95.133,2021-07-29 19:42:51.919530
Ottawa Edge,Dilithium5,976.794,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:29.537022
Toronto Edge,Dilithium2,984.216,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.318771
Georges Home,Rainbow-I-Classic,3.872,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.690299
Ottawa Edge,Dilithium2,980.938,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.459566
Georges Home,Dilithium2,971.419,45.317679347,-75.756701074,7.784,135.803,2021-07-29 19:40:53.280601
Toronto Edge,Dilithium2,990.232,45.317361746,-75.756850739,3.56,147.94,2021-07-29 19:38:47.498310
Ottawa Edge,Rainbow-I-Classic,11.85,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:16.667570
Ottawa Edge,Dilithium3,975.651,45.31526626,-75.757974894,6.649,336.866,2021-07-29 19:41:52.898816
Toronto Edge,Dilithium3,972.76,45.316500795,-75.758131245,7.555,199.276,2021-07-29 19:41:28.478443
Ottawa Edge,Dilithium3,961.301,45.317770202,-75.75763483,11.051,73.026,2021-07-29 19:43:52.964852
Ottawa Edge,Rainbow-I-Classic,998.295,45.315365761,-75.758410662,3.223,325.775,2021-07-29 19:37:24.051663
Ottawa Edge,Dilithium2,981.438,45.317692001,-75.756701074,3.475,135.102,2021-07-29 19:38:57.485457
Toronto Edge,Dilithium2,988.364,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.632201
Ottawa Edge,Dilithium3,961.722,45.315350207,-75.757662168,8.082,329.773,2021-07-29 19:43:18.264161
Georges Home,Rainbow-I-Classic,9.386,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.050676
Georges Home,Dilithium5,996.061,45.318032813,-75.757306022,3.032,75.735,2021-07-29 19:35:46.184507
Toronto Edge,Dilithium2,969.229,45.315708699,-75.757481515,8.095,292.689,2021-07-29 19:42:03.215018
Georges Home,Dilithium2,977.789,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:20.375751
Georges Home,Dilithium2,982.019,45.315613329,-75.758477799,7.902,298.64,2021-07-29 19:40:05.560363
Ottawa Edge,Dilithium2,998.637,45.315474075,-75.758503086,3.184,314.221,2021-07-29 19:37:18.674964
Toronto Edge,Dilithium2,3.259,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:38.424700
Ottawa Edge,Dilithium3,981.338,45.317803159,-75.757640916,6.234,69.846,2021-07-29 19:39:34.915059
Toronto Edge,Dilithium2,991.508,45.316751132,-75.758012775,3.105,172.002,2021-07-29 19:36:34.794493
Ottawa Edge,Rainbow-I-Classic,979.466,45.317938156,-75.756910457,6.701,108.438,2021-07-29 19:40:57.303150
Ottawa Edge,Rainbow-I-Classic,5.836,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:50.173802
Toronto Edge,Dilithium2,998.976,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:31.048595
Georges Home,Dilithium2,997.23,45.315907572,-75.757418953,3.644,272.092,2021-07-29 19:34:18.877882
Toronto Edge,Dilithium5,1.522,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.099443
Georges Home,Dilithium2,980.267,45.317944387,-75.756857874,3.365,112.047,2021-07-29 19:39:08.939883
Ottawa Edge,Dilithium2,11.3,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:40.718991
Georges Home,Dilithium2,963.135,45.317956452,-75.757522821,6.027,64.874,2021-07-29 19:42:45.812170
Ottawa Edge,Dilithium2,978.262,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:59.490344
Georges Home,Dilithium2,974.993,45.316913995,-75.757971988,9.065,154.31,2021-07-29 19:39:47.574789
Toronto Edge,Dilithium2,1.289,45.315253669,-75.757876007,3.704,338.754,2021-07-29 19:37:36.018732
Toronto Edge,Dilithium3,976.259,45.315544489,-75.758496623,7.612,306.38,2021-07-29 19:40:05.673264
Toronto Edge,Dilithium5,9.181,45.315803921,-75.758393467,3.19,277.076,2021-07-29 19:33:21.060713
Toronto Edge,Dilithium3,997.915,45.316302042,-75.757265968,3.468,233.065,2021-07-29 19:34:32.721922
Georges Home,Dilithium2,978.231,45.316971903,-75.756988231,8.538,174.847,2021-07-29 19:40:42.568430
Ottawa Edge,Dilithium3,997.961,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:31.551739
Ottawa Edge,Rainbow-I-Classic,8.812,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.058096
Toronto Edge,Dilithium3,968.471,45.316535223,-75.757166132,7.744,211.488,2021-07-29 19:42:15.279403
Georges Home,Dilithium5,996.973,45.317936517,-75.756796067,2.377,116.9,2021-07-29 19:35:30.760241
Toronto Edge,Dilithium3,985.865,45.315744709,-75.757459742,3.633,289.1,2021-07-29 19:37:56.352944
Georges Home,Dilithium5,1.917,45.315531581,-75.758490348,3.548,307.773,2021-07-29 19:33:30.042638
Toronto Edge,Dilithium5,992.237,45.317721539,-75.757656605,3.651,76.438,2021-07-29 19:36:01.545465
Georges Home,Dilithium2,2.793,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.541750
Ottawa Edge,Rainbow-III-Classic,30.418,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.590313
Georges Home,Dilithium3,996.401,45.318025197,-75.757451411,2.741,65.725,2021-07-29 19:35:50.042426
Georges Home,Dilithium2,2.895,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:29.414828
Georges Home,Dilithium3,984.518,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.211323
Georges Home,Dilithium5,990.147,45.316067286,-75.757353443,3.725,256.108,2021-07-29 19:38:06.166599
Ottawa Edge,Rainbow-I-Classic,976.557,45.317757663,-75.75670697,7.579,131.233,2021-07-29 19:40:54.133272
Ottawa Edge,Rainbow-I-Classic,997.865,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.758397
Toronto Edge,Dilithium3,993.425,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.606882
Toronto Edge,Dilithium3,21.286,45.316739925,-75.758021999,3.384,173.184,2021-07-29 19:32:48.242333
Toronto Edge,Rainbow-I-Classic,980.825,45.317757663,-75.75670697,7.579,131.233,2021-07-29 19:40:53.793715
Toronto Edge,Dilithium3,972.403,45.317915689,-75.757556957,6.207,65.511,2021-07-29 19:41:06.540057
Toronto Edge,Dilithium3,985.38,45.317003412,-75.756985094,4.009,172.052,2021-07-29 19:38:35.711440
Georges Home,Dilithium3,979.21,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:23.379548
Georges Home,Dilithium2,8.545,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:15.719878
Ottawa Edge,Dilithium3,992.131,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.645899
Toronto Edge,Dilithium3,8.979,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:25.267917
Georges Home,Rainbow-I-Classic,984.792,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:04.696965
Georges Home,Dilithium5,982.648,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:23.036857
Toronto Edge,Dilithium5,988.146,45.317391554,-75.756832103,3.56,146.705,2021-07-29 19:38:48.020109
Toronto Edge,Dilithium2,13.766,45.317228293,-75.757843915,3.901,121.577,2021-07-29 19:32:34.147748
Ottawa Edge,Dilithium5,993.952,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:22.461584
Toronto Edge,Dilithium3,998.679,45.316690184,-75.757112981,3.644,197.449,2021-07-29 19:34:47.575323
Georges Home,Dilithium5,11.504,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.656854
Georges Home,Dilithium2,990.642,45.315318546,-75.758240747,3.949,330.615,2021-07-29 19:37:27.236298
Toronto Edge,Dilithium2,990.891,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:30.488445
Toronto Edge,Dilithium3,982.463,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:40.024540
Ottawa Edge,Dilithium3,966.453,45.315636811,-75.758459163,7.006,295.933,2021-07-29 19:41:42.402407
Ottawa Edge,Dilithium3,979.523,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.537455
Toronto Edge,Dilithium3,11.878,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.342031
Ottawa Edge,Dilithium2,998.021,45.315233208,-75.757916227,3.033,340.803,2021-07-29 19:33:51.119713
Toronto Edge,Dilithium3,988.489,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:08.463249
Georges Home,Dilithium3,7.368,45.315429911,-75.758506223,3.293,319.134,2021-07-29 19:33:32.721729
Ottawa Edge,Dilithium2,6.265,45.316290715,-75.758203029,3.633,222.554,2021-07-29 19:33:04.148802
Ottawa Edge,Dilithium2,5.024,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:46.346356
Ottawa Edge,Dilithium5,995.288,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.099165
Toronto Edge,Rainbow-I-Classic,988.555,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:13.555532
Ottawa Edge,Dilithium2,999.665,45.315409482,-75.758497,3.481,321.345,2021-07-29 19:33:34.067112
Ottawa Edge,Rainbow-I-Classic,985.678,45.317515133,-75.756785225,3.75,140.569,2021-07-29 19:38:51.556573
Georges Home,Dilithium2,971.471,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:47.216750
Georges Home,Dilithium5,999.354,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.416031
Georges Home,Dilithium2,988.087,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:07.438787
Toronto Edge,Rainbow-I-Classic,994.97,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.572410
Ottawa Edge,Dilithium2,975.847,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:32.097973
Toronto Edge,Rainbow-I-Classic,971.867,45.315949656,-75.757390904,14.911,268.048,2021-07-29 19:43:24.434910
Toronto Edge,Dilithium2,992.525,45.316665137,-75.758050237,3.457,181.315,2021-07-29 19:36:38.262422
Ottawa Edge,Rainbow-I-Classic,992.826,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.672116
Georges Home,Rainbow-I-Classic,973.111,45.316438155,-75.758146932,7.459,206.207,2021-07-29 19:41:29.766319
Toronto Edge,Dilithium2,992.259,45.317883162,-75.756731313,2.638,123.747,2021-07-29 19:35:28.023161
Toronto Edge,Dilithium3,989.71,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.251507
Toronto Edge,Dilithium2,980.39,45.316146954,-75.757315981,8.362,248.368,2021-07-29 19:40:30.197574
Georges Home,Rainbow-I-Classic,986.398,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:23.375494
Toronto Edge,Dilithium3,988.805,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.398757
Toronto Edge,Dilithium2,987.101,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:33.717718
Georges Home,Dilithium3,999.363,45.316518068,-75.757184768,3.209,212.7,2021-07-29 19:34:41.196366
Ottawa Edge,Dilithium3,975.986,45.31733499,-75.756841516,8.538,150.547,2021-07-29 19:40:48.079422
Toronto Edge,Dilithium2,994.65,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.513597
Ottawa Edge,Dilithium3,982.197,45.316417853,-75.758140846,3.468,208.473,2021-07-29 19:36:46.022892
Georges Home,Dilithium5,982.556,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.482317
Georges Home,Dilithium2,2.213,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.602737
Toronto Edge,Dilithium2,980.776,45.315242589,-75.757888368,6.749,339.912,2021-07-29 19:40:14.871888
Ottawa Edge,Rainbow-I-Classic,988.334,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:48.223038
Georges Home,Dilithium3,989.289,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.304880
Ottawa Edge,Dilithium3,978.406,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.710892
Georges Home,Dilithium5,10.824,45.317108136,-75.756941355,3.728,164.515,2021-07-29 19:35:01.020269
Toronto Edge,Dilithium3,11.954,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:50.597993
Toronto Edge,Dilithium2,6.042,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.191655
Georges Home,Dilithium2,3.949,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:40.419636
Georges Home,Dilithium2,8.819,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.082613
Toronto Edge,Dilithium3,3.305,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.616303
Toronto Edge,Dilithium2,10.885,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.532825
Georges Home,Rainbow-I-Classic,970.581,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:49.848347
Georges Home,Rainbow-I-Classic,971.297,45.316195491,-75.757291069,8.004,243.755,2021-07-29 19:42:10.478542
Georges Home,Dilithium2,985.585,45.315905998,-75.757406592,3.633,272.482,2021-07-29 19:38:01.160554
Georges Home,Rainbow-I-Classic,0.982,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.436731
Toronto Edge,Rainbow-I-Classic,995.084,45.316840401,-75.758003174,8.798,162.188,2021-07-29 19:39:47.777393
Ottawa Edge,Dilithium2,60.126,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:52.553839
Ottawa Edge,Dilithium2,989.543,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.951634
Toronto Edge,Dilithium2,986.731,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:29.247962
Toronto Edge,Dilithium5,4.818,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.155853
Georges Home,Dilithium3,998.382,45.315370541,-75.75761881,3.056,327.986,2021-07-29 19:34:00.364251
Georges Home,Dilithium3,0.297,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.484887
Ottawa Edge,Dilithium3,955.893,45.316798087,-75.757044521,16.021,189.208,2021-07-29 19:44:32.774242
Georges Home,Dilithium2,987.244,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.962112
Georges Home,Dilithium5,4.879,45.316777509,-75.758012587,3.372,169.082,2021-07-29 19:32:47.735390
Toronto Edge,Dilithium3,973.049,45.317953927,-75.756984626,6.645,102.385,2021-07-29 19:40:59.099952
Toronto Edge,Rainbow-I-Classic,996.959,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:49.588448
Georges Home,Dilithium3,997.009,45.317552716,-75.756775812,3.293,138.632,2021-07-29 19:35:15.866433
Georges Home,Dilithium5,5.576,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.354874
Ottawa Edge,Dilithium3,996.449,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:09.408980
Ottawa Edge,Dilithium5,999.71,45.31527284,-75.75818208,2.85,335.68,2021-07-29 19:33:43.794184
Toronto Edge,Dilithium3,991.9,45.316807571,-75.758000225,3.468,165.842,2021-07-29 19:36:32.951140
Georges Home,Dilithium3,982.264,45.317983831,-75.757018572,3.434,98.709,2021-07-29 19:39:12.370393
Toronto Edge,Dilithium5,7.331,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.223478
Ottawa Edge,Dilithium5,986.17,45.31543636,-75.757578401,3.4,321.208,2021-07-29 19:37:45.559978
Ottawa Edge,Dilithium2,6.036,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:45.266801
Georges Home,Dilithium3,999.816,45.315312124,-75.758188166,3.826,331.313,2021-07-29 19:37:29.399962
Ottawa Edge,Dilithium5,2.99,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:04.985524
Toronto Edge,Dilithium3,992.141,45.316893566,-75.757962764,3.196,156.649,2021-07-29 19:36:29.757839
Toronto Edge,Dilithium3,984.324,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:05.307032
Toronto Edge,Dilithium2,9.374,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.580588
Georges Home,Dilithium3,996.913,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:08.169660
Ottawa Edge,Dilithium2,991.126,45.315530256,-75.7575533,3.834,311.21,2021-07-29 19:37:48.574359
Georges Home,Dilithium5,1.634,45.315890043,-75.758359145,3.293,267.38,2021-07-29 19:33:18.086203
Toronto Edge,Dilithium5,989.663,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.741386
Toronto Edge,Dilithium3,999.582,45.317406988,-75.757778404,3.659,103.858,2021-07-29 19:36:11.916321
Ottawa Edge,Dilithium3,996.26,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:04.973000
Georges Home,Dilithium2,975.501,45.318007598,-75.757157685,3.441,87.574,2021-07-29 19:39:16.061070
Ottawa Edge,Rainbow-I-Classic,1.245,45.317170775,-75.756925666,3.553,159.762,2021-07-29 19:35:02.789115
Ottawa Edge,Dilithium3,986.508,45.315813676,-75.757444054,3.82,281.851,2021-07-29 19:37:57.401652
Toronto Edge,Dilithium3,962.035,45.317549548,-75.757731529,14.292,90.4,2021-07-29 19:43:54.237960
Ottawa Edge,Dilithium2,984.265,45.316067286,-75.757353443,3.725,256.108,2021-07-29 19:38:06.089485
Georges Home,Dilithium3,957.705,45.317770202,-75.75763483,11.051,73.026,2021-07-29 19:43:52.227889
Ottawa Edge,Dilithium3,981.908,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.612252
Toronto Edge,Dilithium5,3.694,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:38.336954
Georges Home,Rainbow-I-Classic,984.192,45.315937254,-75.75739718,8.446,269.272,2021-07-29 19:40:27.347899
Georges Home,Dilithium2,3.008,45.316932471,-75.757959438,3.735,152.388,2021-07-29 19:32:42.732331
Georges Home,Dilithium2,987.386,45.318009077,-75.757117463,2.675,90.463,2021-07-29 19:35:41.432673
Toronto Edge,Dilithium3,968.323,45.315991993,-75.757369131,8.271,263.893,2021-07-29 19:42:07.455754
Georges Home,Dilithium2,975.943,45.318029665,-75.7572813,3.441,77.661,2021-07-29 19:39:18.217876
Toronto Edge,Dilithium3,984.097,45.316801487,-75.757075518,3.82,187.724,2021-07-29 19:38:29.767087
Georges Home,Dilithium3,956.765,45.317913005,-75.75686415,8.16,112.845,2021-07-29 19:44:44.407064
Toronto Edge,Dilithium5,3.312,45.316984431,-75.756985094,3.659,173.814,2021-07-29 19:34:57.100502
Toronto Edge,Dilithium3,976.395,45.315937254,-75.75739718,8.446,269.272,2021-07-29 19:40:27.829872
Toronto Edge,Dilithium3,988.249,45.315802595,-75.757456415,8.083,282.854,2021-07-29 19:40:25.195567
Georges Home,Dilithium3,983.787,45.31610487,-75.75734403,3.81,252.27,2021-07-29 19:38:06.703593
Georges Home,Dilithium2,968.733,45.315282157,-75.758052196,6.794,334.839,2021-07-29 19:41:51.943539
Ottawa Edge,Dilithium3,2.187,45.317228293,-75.757843915,3.901,121.577,2021-07-29 19:32:33.444470
Toronto Edge,Dilithium2,982.431,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:28.713889
Toronto Edge,Dilithium3,7.982,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:45.853588
Ottawa Edge,Dilithium5,978.763,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.290338
Georges Home,Dilithium3,10.914,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:23.590367
Ottawa Edge,Rainbow-III-Classic,35.784,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.448036
Georges Home,Rainbow-I-Classic,3.198,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:34.353013
Ottawa Edge,Rainbow-I-Classic,2.909,45.316493013,-75.757191044,3.033,215.104,2021-07-29 19:34:39.936451
Georges Home,Rainbow-I-Classic,987.334,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.478317
Georges Home,Dilithium2,966.233,45.317630936,-75.756729125,7.675,136.725,2021-07-29 19:42:32.031692
Toronto Edge,Dilithium2,974.972,45.317572904,-75.757709755,7.805,88.757,2021-07-29 19:41:13.122001
Ottawa Edge,Dilithium3,960.649,45.317494578,-75.756772864,12.793,142.744,2021-07-29 19:43:37.184075
Ottawa Edge,Dilithium3,990.906,45.315530256,-75.7575533,3.834,311.21,2021-07-29 19:37:48.684333
Georges Home,Dilithium2,965.982,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:01.375365
Georges Home,Dilithium3,21.272,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.413664
Toronto Edge,Dilithium5,10.457,45.316050005,-75.757368941,3.19,257.654,2021-07-29 19:34:23.908902
Toronto Edge,Dilithium3,975.65,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:37.983031
Georges Home,Dilithium3,962.127,45.315719753,-75.758449563,12.885,286.685,2021-07-29 19:44:08.840511
Georges Home,Dilithium2,7.847,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:36.509499
Toronto Edge,Dilithium2,973.921,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:56.501730
